TF,Target,Mode,PMID,Tf_age,Tg_age
Foxo1,Foxa2,Unknown,16644672,Vertebrata,Vertebrata
Foxo1,Foxp3,Unknown,23359506,Vertebrata,Vertebrata
Foxo1,Fshb,Repression,24065703,Vertebrata,Vertebrata
Foxo1,G6pc,Activation,12507516;18805788,Vertebrata,Vertebrata
Foxo1,G6pc,Repression,16804074,Vertebrata,Vertebrata
Foxo1,G6pc,Unknown,12556524;18847435;20421289;20655898,Vertebrata,Eumetazoa
Foxo1,Gck,Repression,18805788,Vertebrata,Eumetazoa
Foxo1,Igfbp1,Activation,12163409,Vertebrata,Vertebrata
Foxo1,Ikzf1,Activation,22291095,Vertebrata,Eumetazoa
Foxo1,Il7r,Activation,19136962,Vertebrata,Vertebrata
Foxo1,Ins2,Repression,21335550,Vertebrata,Vertebrata
Foxo1,Klf2,Unknown,19136962,Vertebrata,Vertebrata
Foxo1,Lhb,Unknown,22865884,Vertebrata,Vertebrata
Foxo1,Lpl,Activation,12586369,Vertebrata,Vertebrata
Foxo1,Mmp13,Unknown,21670150,Vertebrata,Vertebrata
Foxo1,Myh7,Activation,25477432,Vertebrata,Amniota
Foxo1,Nos3,Repression,16100571,Vertebrata,Mammalia
Foxo1,Ostn,Repression,17950246,Vertebrata,Rodentia
Foxo1,Pck1,Repression,16804074,Vertebrata,Eumetazoa
Foxo1,Pck1,Unknown,20421289;20655898,Vertebrata,Vertebrata
Foxo1,Pdk4,Activation,17079227,Vertebrata,Vertebrata
Foxo1,Pdx1,Repression,12488434;21335550,Vertebrata,Vertebrata
Foxo1,Pdx1,Unknown,16644672,Vertebrata,Vertebrata
Foxo1,Pik3r1,Activation,19944124,Vertebrata,Vertebrata
Foxo1,Pparg,Repression,19289458,Vertebrata,Vertebrata
Foxo1,Ppargc1a,Unknown,17390079,Vertebrata,Opisthokonta
Foxo1,Runx2,Unknown,20650891,Vertebrata,Opisthokonta
Foxo1,Sell,Activation,20831893,Vertebrata,Vertebrata
Foxo1,Sell,Unknown,19136962,Vertebrata,Vertebrata
Foxo1,Srebf1,Repression,20868688;22511764,Vertebrata,Vertebrata
Foxo1,Trib3,Repression,16906224,Vertebrata,Opisthokonta
Foxo1,Trim63,Unknown,18612045,Vertebrata,Eumetazoa
Foxo1,G6pc,Unknown,16037130,Vertebrata,Vertebrata
Foxo3,Ccnd1,Repression,12391153,Vertebrata,Vertebrata
Foxo3,Ccnd2,Repression,12391153,Vertebrata,Vertebrata
Foxo3,Ccng2,Activation,14966295,Vertebrata,Vertebrata
Foxo3,Cdkn1b,Activation,11094066,Vertebrata,Eumetazoa
Foxo3,Gadd45a,Activation,12048180,Vertebrata,Opisthokonta
Foxo3,Lcn2,Activation,19056725,Vertebrata,Vertebrata
Foxo3,Nol3,Activation,23382383,Vertebrata,Vertebrata
Foxo3,Sirt1,Activation,15604409,Vertebrata,> Eukaryota
Foxo3,Socs3,Activation,17609438,Vertebrata,Eukaryota
Foxo4,Anxa8,Repression,19376120,Vertebrata,> Eukaryota
Foxo4,Bcl2l11,Unknown,21858169,Vertebrata,Vertebrata
Foxo4,Ccnd1,Repression,12391153,Vertebrata,Vertebrata
Foxo4,Ccnd2,Repression,12391153,Vertebrata,Vertebrata
Foxo4,Gadd45a,Activation,12048180,Vertebrata,Mammalia
Foxo4,Ppargc1a,Unknown,17390079,Vertebrata,Eumetazoa
Foxo4,Rbl2,Activation,11884591,Vertebrata,Vertebrata
Foxp1,Fgf16,Activation,20713518,Vertebrata,Opisthokonta
Foxp1,Fgf17,Activation,20713518,Vertebrata,Vertebrata
Foxp1,Fgf20,Activation,20713518,Vertebrata,> Eukaryota
Foxp1,Fgf3,Activation,20713518,Vertebrata,Eukaryota
Foxp1,Lhx3,Unknown,19797899,Vertebrata,Vertebrata
Foxp1,Scgb1a1,Repression,11358962,Vertebrata,Vertebrata
Foxp2,Scgb1a1,Repression,11358962;20553735,Vertebrata,Opisthokonta
Foxp2,Sftpc,Activation,20553735,Vertebrata,> Eukaryota
Foxp2,Sftpc,Repression,18239190,Vertebrata,Eumetazoa
Foxp2,Nkx2-1,Repression,18239190,Vertebrata,Opisthokonta
Foxp3,Brca1,Repression,23319807,Vertebrata,Eumetazoa
Foxp3,Ctla4,Activation,17028180,Vertebrata,Opisthokonta
Foxp3,Ctla4,Unknown,16873067,Vertebrata,Rodentia
Foxp3,Erbb2,Repression,17570480,Vertebrata,Rodentia
Foxp3,Ifng,Repression,17028180,Vertebrata,Muridae
Foxp3,Il17a,Repression,18434325,Vertebrata,Muridae
Foxp3,Il2,Repression,17028180,Vertebrata,Eumetazoa
Foxp3,Il2,Unknown,16873067;17922010;23275607,Vertebrata,Eukaryota
Foxp3,Il22,Activation,25194055,Vertebrata,Vertebrata
Foxp3,Il2ra,Activation,17028180,Vertebrata,Vertebrata
Foxp3,Nfkb1,Unknown,20544860,Vertebrata,Vertebrata
Foxp3,Opn1sw,Activation,19014374,Vertebrata,Vertebrata
Foxp3,Skp2,Repression,18008005,Vertebrata,Mammalia
Foxp3,Tnfrsf18,Activation,17028180,Vertebrata,Mammalia
Foxq1,Cdh1,Repression,21285253,Vertebrata,Mammalia
Foxq1,Mylk,Repression,10896677,Vertebrata,Vertebrata
Fus,Mdm2,Repression,17234782,Rodentia,Muridae
Fus,Sod2,Unknown,23834335,Rodentia,Vertebrata
Gabpa,Chrne,Activation,17304221,Vertebrata,Vertebrata
Gabpa,Cox4i1,Unknown,22992721,Vertebrata,> Eukaryota
Gabpa,Cyp7b1,Unknown,19729835,Opisthokonta,Opisthokonta
Gabpa,Il10,Activation,21454555,Opisthokonta,Eumetazoa
Gabpa,Il7r,Activation,18390712,Opisthokonta,Opisthokonta
Gabpa,Skp2,Activation,12907639,Opisthokonta,Opisthokonta
Gabpa,Sod3,Activation,12374566,Opisthokonta,Vertebrata
Gabpb1,Sod3,Activation,12374566,Opisthokonta,Vertebrata
Gata1,Ccna1,Activation,23112860,Opisthokonta,Vertebrata
Gata1,Cdc6,Activation,22871742,Vertebrata,Eumetazoa
Gata1,Cga,Unknown,12193378,Vertebrata,Vertebrata
Gata1,Pf4,Activation,12609849,Vertebrata,Amniota
Gata1,Epb42,Unknown,10395794,Vertebrata,> Eukaryota
Gata1,Epb42,Activation,14560005;16800816,Vertebrata,Vertebrata
Gata1,Fcer1g,Activation,16522818,Vertebrata,Vertebrata
Gata1,Fli1,Repression,23813012,Vertebrata,> Eukaryota
Gata1,Fli1,Unknown,10523830,Vertebrata,Vertebrata
Gata1,Hbb-ar,Unknown,22682246,Vertebrata,Eumetazoa
Gata1,Itga2b,Unknown,12356738,Vertebrata,Rodentia
Gata1,Nfe2,Unknown,10438528,Vertebrata,Vertebrata
Gata1,Spi1,Repression,19491391,Vertebrata,Vertebrata
Gata1,Sigmar1,Activation,9425306,Vertebrata,Mammalia
Gata1,Spi1,Repression,19491391,Vertebrata,Vertebrata
Gata1,Tal1,Unknown,8058326;9786909,Vertebrata,Vertebrata
Gata1,Tfdp2,Activation,24607859,Vertebrata,
Gata1,Usp17la,Unknown,10524205,Vertebrata,Opisthokonta
Gata1,Zbtb7a,Unknown,19853566,Vertebrata,Vertebrata
Gata1,Zfp26,Repression,22235304,Vertebrata,Vertebrata
Gata2,Angpt2,Activation,18720385,Vertebrata,Vertebrata
Gata2,Cebpa,Repression,19620289,Vertebrata,Vertebrata
Gata2,Csf2,Activation,17283044,Eumetazoa,Vertebrata
Gata2,Lyl1,Activation,17053063,Eumetazoa,Eukaryota
Gata2,Nkx6-1,Unknown,21472823,Eumetazoa,Mammalia
Gata2,Rc3h1,Activation,25062971,Eumetazoa,Vertebrata
Gata2,Spi1,Activation,19491391,Eumetazoa,Mammalia
Gata2,Spi1,Repression,19620289,Eumetazoa,Vertebrata
Gata2,Smad6,Activation,21576367,Eumetazoa,Vertebrata
Gata2,Spi1,Activation,19491391,Eumetazoa,Vertebrata
Gata2,Spi1,Repression,19491391,Eumetazoa,Vertebrata
Gata2,Spi1,Unknown,24583263,Eumetazoa,Opisthokonta
Gata2,Tac2,Activation,15123623,Eumetazoa,Eumetazoa
Gata2,Tshb,Unknown,17244762,Eumetazoa,Vertebrata
Gata3,Cdkn2c,Repression,24167278,Eumetazoa,Vertebrata
Gata3,Cdx2,Activation,19700764,Eumetazoa,Opisthokonta
Gata3,Dlc1,Activation,19483726,Vertebrata,Vertebrata
Gata3,Erg,Activation,21536859,Vertebrata,Vertebrata
Gata3,Fgf10,Activation,23220102,Vertebrata,Vertebrata
Gata3,Foxp3,Unknown,21131965,Vertebrata,Vertebrata
Gata3,Ifng,Repression,17717199,Vertebrata,Eumetazoa
Gata3,Il10,Activation,17111354,Vertebrata,> Eukaryota
Gata3,Il13,Activation,17111354,Vertebrata,Vertebrata
Gata3,Il24,Activation,17111354,Vertebrata,Opisthokonta
Gata3,Il3,Activation,17717199,Vertebrata,Vertebrata
Gata3,Il4,Unknown,25037220,Vertebrata,Opisthokonta
Gata3,Il5,Activation,16373364;17111354;17717199;25861992,Vertebrata,Vertebrata
Gata3,Il5,Unknown,16009272,Vertebrata,Vertebrata
Gata3,Mycn,Unknown,20855530,Vertebrata,Vertebrata
Gata3,Rag2,Activation,10845919,Vertebrata,Vertebrata
Gata3,Runx3,Repression,23310955,Vertebrata,Mammalia
Gata3,Tbx21,Repression,17717199,Vertebrata,Rodentia
Gata3,Tbx21,Unknown,23232398,Vertebrata,Vertebrata
Gata4,Adora1,Activation,10318839,Vertebrata,Vertebrata
Gata4,Amh,Activation,10446911,Vertebrata,Vertebrata
Gata4,Amh,Unknown,12907682;18391526,Vertebrata,Vertebrata
Gata4,Ankrd1,Unknown,10477291,Vertebrata,> Eukaryota
Gata4,Bmp4,Unknown,15464586,Vertebrata,Opisthokonta
Gata4,Ccnd2,Activation,22923619,Vertebrata,Opisthokonta
Gata4,Ccnd2,Unknown,15464586,Vertebrata,Opisthokonta
Gata4,Dmrt1,Activation,14673170,Vertebrata,Opisthokonta
Gata4,Epor,Activation,21029371,Vertebrata,Opisthokonta
Gata4,Hesx1,Unknown,15464586,Vertebrata,Opisthokonta
Gata4,Hexim1,Unknown,12119119,Vertebrata,Muridae
Gata4,Hhex,Unknown,10767553,Vertebrata,Vertebrata
Gata4,Hspa5,Activation,16452489,Vertebrata,Eukaryota
Gata4,Id2,Activation,17559079,Vertebrata,Eukaryota
Gata4,Ifi204,Activation,16556596,Vertebrata,Vertebrata
Gata4,Lhx9,Repression,18577233,Vertebrata,Vertebrata
Gata4,Lrrc10,Activation,23751912,Vertebrata,Vertebrata
Gata4,Mef2c,Unknown,15464586,Vertebrata,Vertebrata
Gata4,Myog,Repression,22773876,Vertebrata,Rodentia
Gata4,Nkx2-5,Unknown,15464586,Vertebrata,> Eukaryota
Gata4,Nppa,Activation,14978031,Vertebrata,Eumetazoa
Gata4,Nppb,Activation,23226341,Vertebrata,Mammalia
Gata4,Spdef,Activation,24472151,Vertebrata,Eumetazoa
Gata4,Star,Unknown,15026184,Vertebrata,Vertebrata
Gata6,Bhlha15,Unknown,23002247,Vertebrata,Opisthokonta
Gata6,Cav1,Repression,21514437,Vertebrata,Eumetazoa
Gata6,Cdx2,Activation,18655789,Opisthokonta,Eumetazoa
Gata6,Mylk,Repression,15550397;16407417,Opisthokonta,Mammalia
Gata6,Nkx2-1,Activation,9915795,Opisthokonta,Vertebrata
Gata6,Nox1,Repression,21118843,Opisthokonta,Eumetazoa
Gata6,Ppp1r14a,Unknown,25031021,Opisthokonta,Opisthokonta
Gata6,Rbpjl,Unknown,23002247,Opisthokonta,Eumetazoa
Gata6,Sftpa1,Activation,10625644,Opisthokonta,Eumetazoa
Gata6,Sftpc,Activation,11733512,Opisthokonta,Vertebrata
Gata6,Shh,Repression,24415953,Opisthokonta,Opisthokonta
Gata6,Spdef,Activation,24472151,Opisthokonta,Eumetazoa
Gata6,Tnnc1,Activation,8660897,Opisthokonta,Vertebrata
Gata6,Ttf1,Activation,9915795,Opisthokonta,Vertebrata
Gata6,Wnt7b,Activation,11914369,Opisthokonta,Opisthokonta
Gbx2,Lhx9,Repression,23136391,Opisthokonta,Vertebrata
Gbx2,Lmo3,Repression,23136391,Opisthokonta,Muridae
Gbx2,Otx2,Repression,22566684,Vertebrata,Vertebrata
Gbx2,Otx2,Unknown,11124114,Vertebrata,Eumetazoa
Gbx2,Robo1,Activation,23136391,Vertebrata,Vertebrata
Gbx2,Shh,Activation,19244520,Vertebrata,> Eukaryota
Gcfc2,Egfr,Repression,8494791,Vertebrata,Eumetazoa
Gcgr,Crh,Repression,10517666,Vertebrata,Eumetazoa
Gcgr,G6pc,Repression,18847435,Eukaryota,Opisthokonta
Gcm2,Pth,Activation,21713993,Vertebrata,Eukaryota
Gfi1,Bak1,Repression,8962093,Vertebrata,Eukaryota
Gfi1,Bax,Repression,8962093,Eumetazoa,Vertebrata
Gfi1,Cdkn1a,Repression,24586582,Eumetazoa,Vertebrata
Gfi1,Cdkn2b,Repression,24586582,Eumetazoa,Eumetazoa
Gfi1,Elane,Unknown,18328744,Eumetazoa,Vertebrata
Gfi1,Gfi1b,Unknown,15718298,Eumetazoa,Vertebrata
Gfi1,Id2,Repression,20453161,Eumetazoa,Vertebrata
Gfi1,Il7r,Repression,22865857,Eumetazoa,Vertebrata
Gfi1,Spi1,Repression,19818654,Eumetazoa,Opisthokonta
Gfi1,Zbtb16,Unknown,19723763,Eumetazoa,Vertebrata
Gfi1b,Elf4,Repression,22158964,Eumetazoa,Muridae
Gfi1b,Gfi1,Unknown,15718298,Eumetazoa,Vertebrata
Gfi1b,Gfi1b,Unknown,15718298,Vertebrata,Vertebrata
Gfi1b,Meis1,Activation,23308270,Vertebrata,Eumetazoa
Gfi1b,Rag1,Activation,22201127,Vertebrata,Amniota
Gfi1b,Rag2,Activation,22201127,Vertebrata,Vertebrata
Gfi1b,Rcor2,Repression,21606163,Vertebrata,Vertebrata
Gfi1b,Socs1,Repression,11696536,Vertebrata,Mammalia
Gfi1b,Socs3,Repression,11696536,Vertebrata,Eumetazoa
Gli1,Cdh1,Repression,17297467,Vertebrata,Vertebrata
Gli1,Foxm1,Activation,12183437,Vertebrata,Opisthokonta
Gli1,Has2,Activation,23313125,Vertebrata,> Eukaryota
Gli1,Nhlh1,Activation,18231642,Vertebrata,> Eukaryota
Gli1,Pdgfra,Unknown,24886827,Vertebrata,Vertebrata
Gli1,Pvr,Activation,11983699,Vertebrata,Vertebrata
Gli1,Runx2,Activation,23383321,Vertebrata,Vertebrata
Gli1,Runx3,Activation,23383321,Vertebrata,Eumetazoa
Gli2,Ascl1,Activation,21559470,Vertebrata,Eukaryota
Gli2,Ascl1,Unknown,25448440,Vertebrata,Vertebrata
Gli2,Bmp2,Activation,16880529,Vertebrata,Vertebrata
Gli2,Fgf15,Unknown,18279667,Vertebrata,Vertebrata
Gli2,Fkbp8,Unknown,18590716,Vertebrata,Mammalia
Gli2,Foxe1,Repression,15367491,Vertebrata,Vertebrata
Gli2,Gli1,Activation,9636069,Vertebrata,Opisthokonta
Gli2,Gli1,Unknown,15604102;16571352,Vertebrata,Vertebrata
Gli2,Hes1,Activation,19124651,Vertebrata,Vertebrata
Gli2,Ifitm5,Activation,23530031,Vertebrata,Opisthokonta
Gli2,Myf5,Activation,21211521,Vertebrata,Eumetazoa
Gli2,Myf5,Unknown,15604102,Vertebrata,Vertebrata
Gli2,Ndp,Unknown,23201751,Vertebrata,Eumetazoa
Gli2,Pax3,Activation,15039437,Vertebrata,Vertebrata
Gli2,Ptch1,Activation,15087129,Vertebrata,Vertebrata
Gli2,Shh,Unknown,21045211,Vertebrata,Opisthokonta
Gli2,Sox8,Unknown,22281533,Vertebrata,Vertebrata
Gli3,Fgf8,Unknown,16922921,Vertebrata,Eumetazoa
Gli3,Gli1,Activation,12435627,Vertebrata,Eumetazoa
Gli3,Gli1,Unknown,15604102;16571352,Opisthokonta,Muridae
Gli3,Gli2,Unknown,16254602,Opisthokonta,Vertebrata
Gli3,Has2,Unknown,23313125,Opisthokonta,Eukaryota
Gli3,Myf5,Repression,15604102,Opisthokonta,Vertebrata
Gli3,Nkx6-1,Unknown,17026983,Opisthokonta,Opisthokonta
Gli3,Pitrm1,Repression,19877269,Opisthokonta,Eumetazoa
Gli3,Pvr,Activation,11983699,Opisthokonta,Vertebrata
Gli3,Shh,Repression,10409502;18057099;9152009,Opisthokonta,Vertebrata
Glis2,Ins2,Activation,21127075,Opisthokonta,Vertebrata
Glis3,Neurog3,Activation,21786021,Opisthokonta,Vertebrata
Gnrh1,Lhb,Activation,17244763,Vertebrata,Eumetazoa
Grin1,Cox4i1,Activation,19144849,Vertebrata,Opisthokonta
Gsc,Foxh1,Unknown,18336814,Opisthokonta,> Eukaryota
Gsc,Gsc2,Unknown,9441739,Vertebrata,Mammalia
Gsc,Mixl1,Repression,17568773,Vertebrata,Vertebrata
Gsc,Mixl1,Unknown,18336814,Vertebrata,Mammalia
Gsx2,Ppp1r1b,Activation,15269172,Vertebrata,Eumetazoa
Gtf2a1,Prm1,Unknown,24176642,Vertebrata,Eumetazoa
Gtf2a1,Tnp1,Unknown,24176642,Opisthokonta,Vertebrata
Gtf2a2,Bglap,Activation,18171674,Eumetazoa,Vertebrata
Gtf2b,Hspb1,Unknown,17994014,Eumetazoa,Eumetazoa
Gtf2h1,Keap1,Activation,20173742,Vertebrata,Vertebrata
Gtf2i,Akap12,Unknown,20568114,Eukaryota,Vertebrata
Gtf2i,Ccl7,Activation,17041962,Opisthokonta,Vertebrata
Gtf2i,Ccnd1,Activation,16314517,Vertebrata,Vertebrata
Gtf2i,Cfdp1,Unknown,20500075,Vertebrata,Rodentia
Gtf2i,Csrp2,Repression,17041962,Vertebrata,Mammalia
Gtf2i,Dlk1,Repression,17041962,Vertebrata,Vertebrata
Gtf2i,Folr1,Repression,17041962,Vertebrata,Eumetazoa
Gtf2i,Fos,Activation,10648599;11934902;9584171,Vertebrata,Mammalia
Gtf2i,Fos,Unknown,11313464,Vertebrata,Eumetazoa
Gtf2i,Gsc,Activation,16055724,Vertebrata,Rodentia
Gtf2i,Hspa5,Unknown,24933421,Vertebrata,> Eukaryota
Gtf2i,Id1,Unknown,19424179,Vertebrata,Vertebrata
Gtf2i,Igh,Activation,19214191,Vertebrata,Vertebrata
Gtf2i,Nsd1,Unknown,20500075,Vertebrata,Eumetazoa
Gtf2i,Sec23a,Unknown,20500075,Vertebrata,Opisthokonta
Gtf2i,Tgfb2,Activation,17041962,Vertebrata,Eumetazoa
Gtf2i,Tgfbr2,Repression,17041962,Vertebrata,Eumetazoa
Gtf2ird1,Ccl7,Activation,17041962,Vertebrata,Vertebrata
Gtf2ird1,Csrp2,Repression,17041962,Vertebrata,> Eukaryota
Gtf2ird1,Dlk1,Repression,17041962,Vertebrata,Vertebrata
Gtf2ird1,Folr1,Repression,17041962,Vertebrata,
Gtf2ird1,Tgfb2,Activation,17041962,Vertebrata,> Eukaryota
Gtf2ird1,Tgfbr2,Repression,17041962,Vertebrata,> Eukaryota
Gzf1,Hoxa10,Repression,16049025,Vertebrata,Vertebrata
Hand2,Dbh,Unknown,24565998,Vertebrata,Opisthokonta
Hand2,Dlx5,Repression,21558373,Vertebrata,Rodentia
Hand2,Dlx6,Repression,21558373,Opisthokonta,Vertebrata
Hand2,Msx1,Unknown,9671575,Opisthokonta,Eumetazoa
Hand2,Phox2b,Activation,21453680,Opisthokonta,Opisthokonta
Hand2,Runx2,Repression,19144722,Opisthokonta,Vertebrata
Havcr2,Nelfcd,Repression,23487424,Opisthokonta,Opisthokonta
Hbp1,Myod1,Repression,9671483,Opisthokonta,Vertebrata
Hbp1,Myog,Repression,9671483,Vertebrata,> Eukaryota
Hcfc1,Rb1,Unknown,15966902,Vertebrata,Vertebrata
Hcls1,Ighg2b,Activation,16099047,Vertebrata,Eumetazoa
Hcls1,Ighg2b,Unknown,11544313,Vertebrata,Eumetazoa
Hdac1,Akap12,Repression,20568114,Eukaryota,Vertebrata
Hdac1,Ar,Repression,15919722,Eukaryota,Vertebrata
Hdac1,Bglap,Unknown,18410224,Eumetazoa,> Eukaryota
Hdac1,Ccl5,Unknown,15536134,Eumetazoa,Eumetazoa
Hdac1,Cd1d2,Repression,22419072,Eumetazoa,Eumetazoa
Hdac1,Cdc25a,Repression,10969803,Eumetazoa,Eumetazoa
Hdac1,Cdkn1a,Unknown,17172847;19056828;25483064,Eumetazoa,Rodentia
Hdac1,Cdkn1b,Unknown,19332113,Eumetazoa,Rodentia
Hdac1,Cebpb,Unknown,21521687,Eumetazoa,Eumetazoa
Hdac1,Comp,Unknown,15337766,Eumetazoa,Opisthokonta
Hdac1,Csn2,Unknown,16772529,Eumetazoa,Vertebrata
Hdac1,Fas,Repression,22517765,Eumetazoa,Vertebrata
Hdac1,Fshr,Repression,23086931,Eumetazoa,Vertebrata
Hdac1,Il6,Unknown,15536134,Eumetazoa,Vertebrata
Hdac1,Il12b,Unknown,20360311,Eumetazoa,Vertebrata
Hdac1,Jun,Unknown,16611996,Eumetazoa,Vertebrata
Hdac1,Nfkbia,Repression,15811852,Eumetazoa,Eumetazoa
Hdac1,Nfya,Unknown,12972616,Eumetazoa,Amniota
Hdac1,Nos2,Unknown,23824843,Eumetazoa,Rodentia
Hdac1,Pparg,Unknown,21836474,Eumetazoa,Vertebrata
Hdac1,Ppp2ca,Activation,21420382,Eumetazoa,Eumetazoa
Hdac1,Rbl2,Unknown,10969803,Eumetazoa,Eumetazoa
Hdac1,Reck,Unknown,15093608,Eumetazoa,Vertebrata
Hdac1,Rhox5,Unknown,15919722,Eumetazoa,Eumetazoa
Hdac1,Sp1,Unknown,12972616,Eumetazoa,Muridae
Hdac1,Spp1,Activation,18410224,Eumetazoa,Eukaryota
Hdac1,Star,Unknown,16109738,Eumetazoa,Vertebrata
Hdac1,Epcam,Unknown,20940408,Eumetazoa,Eumetazoa
Hdac11,Il10,Repression,19011628,Eumetazoa,Vertebrata
Hdac2,Bmp7,Repression,17452977,Eumetazoa,Opisthokonta
Hdac2,Ccl12,Unknown,22679019,Opisthokonta,Vertebrata
Hdac2,Ccne1,Repression,22214847,Eukaryota,Muridae
Hdac2,Cd1d2,Repression,22419072,Eukaryota,Vertebrata
Hdac2,Cdkn1a,Unknown,20071335,Eukaryota,Vertebrata
Hdac2,Grm2,Unknown,22864611,Eukaryota,Opisthokonta
Hdac2,Nfkbia,Repression,15811852,Eukaryota,Vertebrata
Hdac2,Nos2,Unknown,23824843,Eukaryota,Vertebrata
Hdac2,Smarca4,Unknown,16800816,Eukaryota,Vertebrata
Hdac2,Star,Unknown,16109738,Eukaryota,Rodentia
Hdac3,Bcl2l1,Unknown,24675460,Eukaryota,> Eukaryota
Hdac3,Cdkn1b,Unknown,19332113,Eukaryota,Vertebrata
Hdac3,Fos,Unknown,23575859,Vertebrata,Vertebrata
Hdac3,Jun,Repression,17244530,Vertebrata,Opisthokonta
Hdac3,Nfkbia,Repression,15811852,Vertebrata,Muridae
Hdac3,Nr4a2,Unknown,23575859,Vertebrata,Vertebrata
Hdac3,Phlpp1,Unknown,23408427,Vertebrata,Vertebrata
Hdac4,Runx2,Repression,21381079,Vertebrata,Opisthokonta
Hdgf,Vegfa,Activation,14662017,Vertebrata,Opisthokonta
Hdgf,Vegfb,Activation,14662017,Vertebrata,Vertebrata
Hes1,Ascl1,Activation,10804175,Vertebrata,Eumetazoa
Hes1,Ascl1,Unknown,20506217,Vertebrata,Eumetazoa
Hes1,Cdkn1b,Repression,15870295,Opisthokonta,Muridae
Hes1,Cdkn1c,Repression,16899237,Opisthokonta,Eumetazoa
Hes1,Coro1a,Repression,16899237,Opisthokonta,Vertebrata
Hes1,Htr1a,Unknown,18499474,Opisthokonta,Vertebrata
Hes1,Map2,Repression,19880519,Opisthokonta,Vertebrata
Hes6,Hes1,Repression,10851137,Opisthokonta,Mammalia
Hes6,Htr1a,Unknown,18499474,Opisthokonta,Vertebrata
Hes7,Lfng,Repression,16342160,Vertebrata,Vertebrata
Hes7,Mesp2,Activation,23465881,Vertebrata,Vertebrata
Hesx1,Cga,Repression,12063185,Vertebrata,Rodentia
Hesx1,Dnmt1,Unknown,17931718,Vertebrata,Vertebrata
Hesx1,Fshb,Repression,17445765,Vertebrata,Opisthokonta
Hesx1,Lhb,Repression,12063185,Vertebrata,Vertebrata
Hesx1,Pou1f1,Repression,17445765,Vertebrata,Opisthokonta
Hesx1,Prop1,Repression,17445765,Vertebrata,Opisthokonta
Hexim1,Ccnd1,Repression,18757415,Vertebrata,Eumetazoa
Hexim1,Ccnd1,Unknown,20940258,Vertebrata,Mammalia
Hexim1,Vegfa,Unknown,20453883,Vertebrata,Eumetazoa
Hey1,Gata4,Repression,16199874,Vertebrata,Opisthokonta
Hey1,Gata6,Repression,16199874,Vertebrata,Eumetazoa
Hey1,Id1,Repression,14739937,Opisthokonta,Eumetazoa
Hey1,Nppa,Repression,16199874,Opisthokonta,Vertebrata
Hey1,Olig2,Repression,24425046,Opisthokonta,Opisthokonta
Hey1,Runx2,Activation,18986983,Opisthokonta,Vertebrata
Hey2,Gata4,Repression,16199874,Opisthokonta,> Eukaryota
Hey2,Gata4,Unknown,16603706,Opisthokonta,> Eukaryota
Hey2,Gata6,Repression,16199874,Opisthokonta,Vertebrata
Hey2,Mmp10,Repression,22079635,Opisthokonta,Vertebrata
Hey2,Nppa,Repression,16199874;16603706,Opisthokonta,Opisthokonta
Heyl,Nppa,Repression,16199874,Opisthokonta,Vertebrata
Hgf,Met,Activation,10713700,Opisthokonta,Mammalia
Hhex,Esm1,Repression,16764824,Opisthokonta,Eumetazoa
Hic1,Atoh1,Activation,18347096,Opisthokonta,Vertebrata
Hic1,Efna1,Repression,20154726,Rodentia,Vertebrata
Hif1a,Fam162a,Unknown,15082785,Vertebrata,Vertebrata
Hif1a,Bace1,Activation,17303576,Vertebrata,Opisthokonta
Hif1a,Bsg,Activation,22678117,Eumetazoa,Opisthokonta
Hif1a,Cited2,Activation,16579983,Eumetazoa,Mammalia
Hif1a,Crebbp,Activation,20948541,Eumetazoa,Mammalia
Hif1a,Ctgf,Activation,15315937,Eumetazoa,Vertebrata
Hif1a,Dll4,Activation,17045587,Eumetazoa,Opisthokonta
Hif1a,Epo,Activation,17712557;8524640,Eumetazoa,Vertebrata
Hif1a,Epo,Repression,21212189,Eumetazoa,Vertebrata
Hif1a,Epo,Unknown,23528251,Eumetazoa,Vertebrata
Hif1a,G6pc,Unknown,22787137,Eumetazoa,Vertebrata
Hif1a,Hey1,Activation,17045587,Eumetazoa,Opisthokonta
Hif1a,Hey2,Activation,17045587,Eumetazoa,Vertebrata
Hif1a,Hmox1,Unknown,23528251,Eumetazoa,Eukaryota
Hif1a,Mdk,Activation,15197188,Eumetazoa,
Hif1a,Mt1,Activation,18337454,Eumetazoa,Opisthokonta
Hif1a,Myocd,Unknown,15197188,Eumetazoa,Vertebrata
Hif1a,Pfkfb3,Activation,14623077,Eumetazoa,Vertebrata
Hif1a,Ptgs2,Unknown,21149600,Eumetazoa,Vertebrata
Hif1a,Serpine1,Activation,17197388,Eumetazoa,Vertebrata
Hif1a,Snai1,Activation,21257819,Eumetazoa,Opisthokonta
Hif1a,Tuft1,Unknown,22243227,Eumetazoa,Opisthokonta
Hif1a,Vegfa,Activation,11749701;14633603;17053163;18021292,Eumetazoa,Vertebrata
Hif1a,Vegfa,Unknown,14707731;18835464;19016766;23528251;23560444,Eumetazoa,Vertebrata
Hivep2,Bglap2,Activation,17311925,Eumetazoa,Vertebrata
Hivep2,Pparg,Activation,16580992,Eumetazoa,Vertebrata
Hlf,Abcb1a,Unknown,18773899,Vertebrata,Vertebrata
Hlf,Epo,Unknown,12606578,Vertebrata,Eumetazoa
