From	To
Q6P8I6	Cox11
Q6P8J2	Sat2
Q6P8J7	Ckmt2
Q6P8K3	Pramel50
Q6P8K8	Cpa4
Q6P8M1	Tatdn1
Q6P8N9	Cyp2d40
Q6P8Q0	Gm3776
Q6P8U6	Pnlip
Q6P8W9	Hmgb4
Q6P8X1	Snx6
Q6P8X6	Usp50
Q6P8Y0	Cfap161
Q6P8Y1	Capsl
Q6P8Y2	Iqcf4
Q6P8Y7	Snx31
Q6P8Z1	Mycb
Q6P902	Txndc2
Q6P912	Clic3
Q6P926	Spata24
Q6P9J5	Kank4
Q6P9J9	Ano6
Q6P9K8	Caskin1
Q6P9L4	Usp49
Q6P9L6	Kif15
Q6P9N1	Fam126a
Q6P9N8	Trak2
Q6P9P6	Kif11
Q6P9P8	Dennd2c
Q6P9Q4	Fhod1
Q6P9Q6	Fkbp15
Q6P9R1	Ddx51
Q6P9R2	Oxsr1
Q6P9R4	Arhgef18
Q6P9S0	Mtss2
Q6P9S1	Atmin
Q6P9S7	Galnt10
Q6P9Y7	Zfp82
Q6P9Z1	Smarcd3
Q6PA06	Atl2
Q6PAC3	Dcaf13
Q6PAC4	Pcare
Q6PAI4	Lce3f
Q6PAI5	Crct1
Q6PAJ1	Bcr
Q6PAJ3	Garem2
Q6PAK3	Prmt8
Q6PAL0	Bend3
Q6PAL1	Draxin
Q6PAL7	Ahdc1
Q6PAL8	Dennd5a
Q6PAM0	Prkab2
Q6PAM1	Txlna
Q6PAM4	Zfp169
Q6PAN7	Prr18
Q6PAQ4	Rexo4
Q6PAQ9	Prrg3
Q6PAR0	Klhdc10
Q6PAR5	Gapvd1
Q6PAS4	Dchs1
Q6PAS7	Fbxw9
Q6PAT0	Adat3
Q6PAV2	Herc4
Q6PB44	Ptpn23
Q6PB51	Ccdc117
Q6PB57	Ankrd11
Q6PB60	Bhlhb9
Q6PB66	Lrpprc
Q6PB70	Ano8
Q6PB75	Tent4a
Q6PB90	Pcdhb14
Q6PB93	Galnt2
Q6PB97	Fbxl19
Q6PCL9	Papolg
Q6PCM1	Kdm3a
Q6PCM2	Ints6
Q6PCM4	Zfp157
Q6PCN3	Ttbk1
Q6PCN7	Hltf
Q6PCP3	Dusp16
Q6PCP5	Mff
Q6PCP7	Gpr156
Q6PCQ0	Iqce
Q6PCQ6	Efcab14
Q6PCS8	Zbtb40
Q6PCW6	Cnfn
Q6PCW7	Amelx
Q6PCX7	Rgma
Q6PCX8	Zfp251
Q6PCX9	Trim37
Q6PCZ4	Magee1
Q6PD03	Ppp2r5a
Q6PD05	Znf821
Q6PD10	Ip6k1
Q6PD18	Adamts7
Q6PD19	Armh3
Q6PD21	Shb
Q6PD24	Ankrd13d
Q6PD26	Pigs
Q6PD28	Ppp2r5b
Q6PD31	Trak1
Q6PDB7	Ces2b
Q6PDC0	Rundc3b
Q6PDC8	Mfsd4a
Q6PDE7	Ggt6
Q6PDF3	Svopl
Q6PDG5	Smarcc2
Q6PDG8	Mon1a
Q6PDH4	Ranbp3l
Q6PDI5	Ecpas
Q6PDI6	Mindy2
Q6PDJ1	Cachd1
Q6PDJ3	Kank1
Q6PDJ6	Fbxo42
Q6PDK0	Zbtb39
Q6PDK2	Kmt2d
Q6PDK8	Dtx4
Q6PDL0	Dync1li2
Q6PDM1	Msl1
Q6PDM2	Srsf1
Q6PDM4	Iho1
Q6PDM6	Mcf2l
Q6PDQ2	Chd4
Q6PDS0	Vstm2l
Q6PDS3	Sarm1
Q6PDX6	Rnf220
Q6PDY0	Ccdc85b
Q6PDY2	Ado
Q6PDZ2	Taf1c
Q6PE01	Snrnp40
Q6PE13	Prrt3
Q6PE15	Abhd10
Q6PE54	Dhx40
Q6PE55	Pdgfrl
Q6PE65	Gpatch2l
Q6PE70	Itgb5
Q6PE84	Stoml3
Q6PE87	Cfap206
Q6PEB4	Osgepl1
Q6PED7	Auts2
Q6PEE2	Ctif
Q6PEE3	Rrm2b
Q6PEM6	Gramd2b
Q6PEM8	Slc46a1
Q6PEP4	Zfp677
Q6PER3	Mapre3
Q6PET3	Sec11a
Q6PEV3	Wipf2
Q6PF93	Pik3c3
Q6PFC5	Lrit2
Q6PFC6	Tubgcp6
Q6PFD5	Dlgap3
Q6PFD7	Naif1
Q6PFD9	Nup98
Q6PFE1	Klhl5
Q6PFE3	Rad54b
Q6PFE7	Tmeff1
Q6PFF0	Scaf4
Q6PFG8	Olig3
Q6PFH3	Dcaf15
Q6PFH4	Cabin1
Q6PFQ7	Rasa4
Q6PFR5	Tra2a
Q6PFX2	Bend6
Q6PFX6	Cdh24
Q6PFX7	Nyap1
Q6PFX8	Rimkla
Q6PFX9	Tnks
Q6PFY1	Fchsd1
Q6PFY2	EG210583
Q6PFY9	Cdc14b
Q6PG04	Ccdc82
Q6PG13	Zfp715
Q6PG16	Hjurp
Q6PG95	Cramp1
Q6PGA0	Rcor3
Q6PGB6	Naa50
Q6PGB8	Smarca1
Q6PGC1	Dhx29
Q6PGC7	Slc35e3
Q6PGC9	Zfp341
Q6PGD0	Atraid
Q6PGD2	Zfp866
Q6PGE7	Slc6a7
Q6PGF2	Morn4
Q6PGF3	Med16
Q6PGF5	Bms1
Q6PGF7	Exoc8
Q6PGG2	Gmip
Q6PGG6	Gnl3l
Q6PGH0	Ubtd2
Q6PGH1	Bud31
Q6PGH2	Jpt2
Q6PGH4	Fam222a
Q6PGK3	2700097O09Rik
Q6PGL7	Washc2
Q6PGN1	Erfe
Q6PGN3	Dclk2
Q6PH08	Erc2
Q6PHB0	Il20ra
Q6PHN1	Ccdc57
Q6PHN9	Rab35
Q6PHP4	Zfp512b
Q6PHP6	Lrrn2
Q6PHQ8	Naa35
Q6PHQ9	Pabpc4
Q6PHS6	Snx13
Q6PHS9	Cacna2d2
Q6PHU5	Sort1
Q6PHZ2	Camk2d
Q6PHZ5	Rbm15b
Q6PHZ8	Kcnip4
Q6PI62	Gpr173
Q6PIE5	Atp1a2
Q6PIG8	B3gat1
Q6PIJ4	Nfrkb
Q6PIP5	Nudcd1
Q6PIX5	Rhbdf1
Q6PIX9	D11Wsu47e
Q6PJ87	Csnk1a1
Q6PJN8	Dalrd3
Q6PKN7	Inca1
Q6PNC0	Dmxl1
Q6PZD9	Cebpe
Q6PZE0	Muc19
Q6Q2Z6	Acot5
Q6Q3F6	Sidt1
Q6Q473	Clca4a
Q6Q477	Atp2b4
Q6Q6R3	Crip3
Q6Q783	Kmt5c
Q6Q899	Ddx58
Q6QD59	Bnip1
Q6QI06	Rictor
Q6QIY3	Scn10a
Q6QLQ4	Clec7a
Q6QNU9	Tlr12
Q6QR59	Tcaf3
Q6QWF9	Camk2n1
Q6QX36	B430306N03Rik
Q6R0H7	Gnas
Q6R2P8	Neil2
Q6R3M4	Poli
Q6R5N8	Tlr13
Q6R5P0	Tlr11
Q6R653	Unc5cl
Q6R6I7	Rxfp1
Q6R891	Ppp1r9b
Q6RFH4	Gcsam
Q6RHR9	Magi1
Q6RHW0	Krt9
Q6RI63	Fam120b
Q6RI65	Tbp
Q6RKD8	Flrt1
Q6RT24	Cenpe
Q6RUT7	Ccsmst1
Q6RUT8	Ccdc154
Q6RUU0	Ptx4
Q6S5C2	Gnptg
Q6S5G4	Gja6
Q6S5I3	S100a15a
Q6S5J6	Krit1
Q6S5L9	Shc4
Q6S7F2	E2f7
Q6S9I3	Kng2
Q6SJ95	Tbpl2
Q6SJE0	Gfral
Q6SJQ0	Cd300a
Q6SJQ5	Cd300ld3
Q6SJQ7	Cd300lf
Q6SKR2	N6amt1
Q6SP97	Enkur
Q6T264	Maml1
Q6T340	Magea3
Q6T3U4	Npc1l1
Q6T5E4	Gcnt2
Q6T707	Scd4
Q6TAC4	Vmn2r26
Q6TAW2	Serp2
Q6TCG2	Paqr9
Q6TCG5	Paqr6
Q6TDP3	Klhl17
Q6TDU8	Dnai7
Q6TEK5	Vkorc1l1
Q6TL19	Gucy2g
Q6TU36	Defb50
Q6TXD4	Dnmbp
Q6U7H8	Pip5kl1
Q6U7R4	Timd4
Q6UAF5	Olfr106
Q6UAF7	Olfr105
Q6UAH0	Olfr94
Q6UAH1	Olfr93
Q6UDR4	Prr14l
Q6UGQ3	Scgb2b2
Q6UJB9	Tmem270
Q6UKZ0	Serpinb3d
Q6UL01	Morn2
Q6UQ17	Atp8b3
Q6UY52	Gm7247
Q6UY53	AY358078
Q6V3W6	Drc7
Q6V4S5	Sdk2
Q6V595	Klhl6
Q6V5K9	Znf474
Q6VGS5	Ccdc88c
Q6VH22	Ift172
Q6VMN6	Prlhr
Q6VN19	Ranbp10
Q6VNB8	Wdfy3
Q6VNS1	Ntrk3
Q6VSS7	Rhox8
Q6VUP9	Tfap2e
Q6VV64	Kcnk18
Q6VVW5	Npr2
Q6VVW9	Cyp2r1
Q6VY05	Dnd1
Q6VYH9	Hsh2d
Q6VZZ7	Opn5
Q6W030	Olfr1458
Q6W049	Olfr688
Q6W052	Olfr613
Q6W054	Olfr603
Q6W063	Olfr265
Q6W068	Olfr244
Q6W071	Olfr235
Q6W077	Olfr227
Q6W078	Olfr224
Q6W080	Olfr220
Q6W081	Olfr218
Q6W3F0	P4ha3
Q6W5C0	Cxcl3
Q6W9L1	H2-M2
Q6WBX7	Rad9b
Q6WIZ7	Svs1
Q6WKZ7	Nostrin
Q6WKZ8	Ubr2
Q6WQJ1	Dagla
Q6WVG3	Kctd12
Q6X1Y6	Asic3
Q6X632	Gpr75
Q6X6Z7	Tekt3
Q6X786	Zpbp2
Q6X7S9	Eid2
Q6XAR7	Ssxb10
Q6XAS2	Ssxb5
Q6XAS3	Ssx9
Q6XAS4	Ssxb3
Q6XBG2	Abca15
Q6XBJ3	Onecut2
Q6XE40	Mpp3
Q6XJV4	Cd200r4
Q6XJV6	Cd200r1l
Q6XL63	BC048679
Q6XPS7	Tha1
Q6XQH0	Gal3st2
Q6XUX1	Dstyk
Q6XVG2	Cyp2c54
Q6Y5D8	Arhgap10
Q6Y685	Tacc1
Q6Y7W8	Gigyf2
Q6YCH1	Tdpoz5
Q6YCH2	Tdpoz4
Q6YGZ1	Hpse
Q6YI28	Lypd8l
Q6YND2	Znf653
Q6YNI2	Gpr6
Q6ZPF3	Tiam2
Q6ZPF4	Fmnl3
Q6ZPG2	Wdr90
Q6ZPI0	Jade1
Q6ZPI3	Lcor
Q6ZPJ0	Tex2
Q6ZPJ3	Ube2o
Q6ZPK1	Plekha5
Q6ZPK7	Zfyve28
Q6ZPL5	BC034090
Q6ZPL9	Ddx55
Q6ZPQ1	Flrt3
Q6ZPQ6	Pitpnm2
Q6ZPR1	Cfap97
Q6ZPR5	Smpd4
Q6ZPR6	Ibtk
Q6ZPR8	Anapc2
Q6ZPS2	Carns1
Q6ZPS6	Ankib1
Q6ZPT1	Klhl9
Q6ZPU1	Ralgds
Q6ZPU9	Kifbp
Q6ZPV2	Ino80
Q6ZPV8	Vangl2
Q6ZPY2	Smg5
Q6ZPY7	Kdm3b
Q6ZPZ3	Zc3h4
Q6ZQ03	Fnbp4
Q6ZQ06	Cep162
Q6ZQ08	Cnot1
Q6ZQ11	Chsy1
Q6ZQ12	Ninl
Q6ZQ17	Atp11b
Q6ZQ18	Efr3b
Q6ZQ29	Taok2
Q6ZQ33	Rab11fip5
Q6ZQ38	Cand1
Q6ZQ58	Larp1
Q6ZQ73	Cand2
Q6ZQ77	Hip1r
Q6ZQ82	Arhgap26
Q6ZQ84	mKIAA0617
Q6ZQ86	Hectd4
Q6ZQ88	Kdm1a
Q6ZQ89	Marchf6
Q6ZQ93	Usp34
Q6ZQA6	Igsf3
Q6ZQB6	Ppip5k2
Q6ZQB8	Zscan12
Q6ZQE1	Tecpr2
Q6ZQE4	Nemp1
Q6ZQF0	Topbp1
Q6ZQF4	Susd6
Q6ZQF7	Jade2
Q6ZQG1	Nup205
Q6ZQG6	Plagl2
Q6ZQH8	Nup188
Q6ZQI7	mKIAA0131
Q6ZQJ5	Dna2
Q6ZQK0	Ncapd3
Q6ZQK5	Acap2
Q6ZQL4	Wdr43
Q6ZQM8	Ugt1a7
Q6ZWM4	Lsm8
Q6ZWN5	Rps9
Q6ZWQ0	Syne2
Q6ZWQ6	Ube2k
Q6ZWQ9	Myl12a
Q6ZWR4	Ppp2r2b
Q6ZWR6	Syne1
Q6ZWS8	Spop
Q6ZWU9	Rps27
Q6ZWV3	Rpl10
Q6ZWV7	Rpl35
Q6ZWX6	Eif2s1
Q6ZWY3	Rps27l
Q6ZWY7	Pfdn5
Q6ZWY8	Tmsb10
Q6ZWY9	H2bc4
Q6ZWY9	H2bc6
Q6ZWY9	H2bc8
Q6ZWZ2	Ube2r2
Q704Y3	Trpv1
Q70E20	Sned1
Q70FJ1	Akap9
Q70IV5	Synm
Q70KF4	Cmya5
Q70KL2	Defb40
Q70KL3	Defb39
Q70UZ7	Vwa2
Q710D3	Unc93a
Q711T7	Nadsyn1
Q715T0	Nme8
Q717B2	Tdpoz2
Q717B4	Tdpoz3
Q71B07	Dpy19l3
Q71FD7	Fblim1
Q71KT5	Tm7sf2
Q71KU9	Fgl1
Q71LX4	Tln2
Q71M36	Cspg5
Q71MR7	Fpr-rs7
Q71S95	Fzd10
Q75N62	Gimap8
Q75N73	Slc39a14
Q75NR7	Recql4
Q75UR0	Ano5
Q75VT8	Hide1
Q761V0	Slc6a5
Q762D5	Slc35d2
Q765H6	Mgat5b
Q765I1	Uts2b
Q766D5	B4galnt4
Q768S4	Rph3al
Q769J6	Adamts13
Q76EC5	Chst9
Q76HL1	Prss43
Q76HP3	Tmem132d
Q76I26	Methig1
Q76I79	Ssh1
Q76I99	Sval3
Q76JQ1	Adgra1
Q76JU9	Ffar1
Q76K27	St6gal2
Q76KF0	Sema6d
Q76KJ5	Polr1g
Q76LL6	Fhod3
Q76LS9	Mindy1
Q76LW6	Dand5
Q76M72	Slc22a27
Q76M80	Kcnk12
Q76MZ3	Ppp2r1a
Q76N33	Stambpl1
Q78DX7	Ros1
Q78F42	Zfp324
Q78FW7	Zfp30
Q78HU3	Mvb12a
Q78HU7	Gypc
Q78IG7	Btf3l4
Q78IK2	Atp5mk
Q78IK4	Apool
Q78IQ7	Slc39a4
Q78IS1	Tmed3
Q78J03	Msrb2
Q78JE5	Fbxo22
Q78JN3	Eci3
Q78JT3	Haao
Q78JW9	Ubfd1
Q78KK3	Slc22a18
Q78PG9	Ccdc25
Q78PY7	Snd1
Q78QS6	Tnfrsf22
Q78RX3	Smim12
Q78S06	Sys1
Q78T27	Ceacam9
Q78T81	Fam102a
Q78TU8	Fam107a
Q78WZ7	Polr1f
Q78XF5	Ostc
Q78XR0	Trappc6a
Q78XZ3	Abca14
Q78Y63	Pdcl2
Q78Y72	Ceacam14
Q78Y73	Prl3a1
Q78YY6	Dnajc15
Q78YZ6	Scoc
Q78ZA7	Nap1l4
Q790S0	Clcn3
Q791N7	Polr1h
Q791T5	Mtch1
Q791V5	Mtch2
Q792Y8	Gm10334
Q792Y9	Gm5771
Q792Z0	Prss3
Q792Z1	Try10
Q793I8	Tifa
Q794H2	Nap1l3
Q7JJ13	Brd2
Q7M6U3	Tex14
Q7M6W8	Zfp273
Q7M6X2	Zfp874b
Q7M6X3	Zfp759
Q7M6X5	Rslcan18
Q7M6X7	Zfp457
Q7M6X9	Zfp455
Q7M6Y0	Zfp429
Q7M6Y1	Rsl1
Q7M6Y2	Sox11
Q7M6Y3	Picalm
Q7M6Y6	Mroh2b
Q7M6Z4	Kif27
Q7M707	Tas2r109
Q7M708	Tas2r131
Q7M709	Tas2r129
Q7M710	Tas2r125
Q7M711	Tas2r113
Q7M712	Tas2r110
Q7M713	Tas2r116
Q7M715	Tas2r117
Q7M717	Tas2r102
Q7M718	Tas2r124
Q7M719	Tas2r115
Q7M720	Tas2r13
Q7M721	Tas2r120
Q7M722	Tas2r114
Q7M723	Tas2r104
Q7M724	Tas2r106
Q7M725	Tas2r107
Q7M729	Scn4b
Q7M732	Rtl1
Q7M739	Tpr
Q7M742	Scgb1c1
Q7M747	Scgb2b24
Q7M750	Opalin
Q7M753	Pank2
Q7M756	Prss54
Q7M757	C6.1al
Q7M758	Naaladl1
Q7M759	Abhd17b
Q7M760	Zranb1
Q7M761	Ovch2
Q7M762	Adam39
Q7M763	Adam20
Q7M764	Usp17le
Q7M766	Adam34l
Q7TM95	Tigd3
Q7TM99	Slc16a9
Q7TMA2	Znf503
Q7TMA4	Ffar4
Q7TMB3	Ppp1r3c
Q7TMB8	Cyfip1
Q7TMC8	Fcsk
Q7TMC9	Zfp85
Q7TMD2	Defb37
Q7TME0	Plppr4
Q7TME2	Spag5
Q7TMF2	Eri1
Q7TMF5	Serpina12
Q7TMI3	Uhrf2
Q7TMJ8	Pik3ip1
Q7TMK6	Hook2
Q7TMK9	Syncrip
Q7TML3	Slc35f2
Q7TMM8	Parp16
Q7TMM9	Tubb2a
Q7TMN9	Nbeal1
Q7TMQ7	Wdr91
Q7TMR0	Prcp
Q7TMS5	Abcg2
Q7TMV1	Rnf139
Q7TMV3	Fastkd5
Q7TMW6	Ciao3
Q7TMX5	Shq1
Q7TMY4	Thoc7
Q7TMY7	Ipo8
Q7TMY8	Huwe1
Q7TN02	Med26
Q7TN05	Ap1s3
Q7TN08	Dact2
Q7TN12	Inava
Q7TN16	Hhip
Q7TN29	Smap2
Q7TN31	Aggf1
Q7TN33	Celf6
Q7TN37	Trpm4
Q7TN51	Mrgprb8
Q7TN60	Tmc6
Q7TN73	Casd1
Q7TN74	Ppp1r9a
Q7TN83	Syt16
Q7TN84	Syt14
Q7TN88	Pkd1l2
Q7TN89	Eras
Q7TN98	Cpeb4
Q7TN99	Cpeb3
Q7TNB5	Gria1
Q7TNB8	Sbno2
Q7TNC4	Luc7l2
Q7TNC6	Kif26b
Q7TNC8	Glra2
Q7TND5	Rpf1
Q7TNE1	Sugct
Q7TNE3	Spag7
Q7TNE6	Duxbl1
Q7TNF0	Doc2a
Q7TNF6	Btbd2
Q7TNF8	Tspoap1
Q7TNF9	Fam117a
Q7TNG8	Ldhd
Q7TNH6	Nphp3
Q7TNI2	Tmem59l
Q7TNI7	Il17f
Q7TNJ0	Dcstamp
Q7TNK1	Rfx4
Q7TNK4	Zfp397
Q7TNK8	Adm2
Q7TNL3	Stk40
Q7TNL5	Ppp2r5d
Q7TNL7	Dusp9
Q7TNL9	Chchd10
Q7TNM2	Trim46
Q7TNP2	Ppp2r1b
Q7TNR6	Igsf21
Q7TNR9	Arhgef4
Q7TNS2	Micos10
Q7TNS7	Asic4
Q7TNS8	Epop
Q7TNT2	Far2
Q7TNU5	Zfp954
Q7TNU6	Znf250
Q7TNU7	Letm2
Q7TNV0	Dek
Q7TNV1	Tlcd3b
Q7TNV7	Defb38
Q7TNV8	Defb34
Q7TNV9	Defb14
Q7TPB0	Plppr3
Q7TPC1	Cdsn
Q7TPD0	Ints3
Q7TPD2	Fam185a
Q7TPD6	Raver2
Q7TPD7	Lrrc75b
Q7TPE5	Slc7a6os
Q7TPG2	Pde10a
Q7TPG5	Tafa4
Q7TPG6	Tafa3
Q7TPG7	Tafa2
Q7TPG8	Tafa1
Q7TPH6	Mycbp2
Q7TPL6	Zfp748
Q7TPL8	A430033K04Rik
Q7TPL9	Rims1
Q7TPM3	Trim17
Q7TPM5	Spaca9
Q7TPM6	Fsd1
Q7TPM9	Mtmr10
Q7TPN3	Pigv
Q7TPN9	Prr14
Q7TPQ3	Shprh
Q7TPQ9	Arrdc3
Q7TPR4	Actn1
Q7TPS5	C2cd5
Q7TPS8	Oog4
Q7TPV2	Dzip3
Q7TPV4	Mybbp1a
Q7TPW1	Nexn
Q7TPX5	AI987944
Q7TPX8	Oog2
Q7TPX9	Lgalslb
Q7TPY4	Pramel5
Q7TPY9	Ldoc1
Q7TPZ8	Cpa1
Q7TQ07	Poln
Q7TQ32	Hjv
Q7TQ33	Rgmb
Q7TQ40	Zic5
Q7TQ48	Srl
Q7TQ62	Podn
Q7TQ65	Tmc4
Q7TQ69	Tmc3
Q7TQ95	Lnpk
Q7TQA1	Igsf1
Q7TQA3	Sdr16c5
Q7TQA4	Tas2r140
Q7TQA5	Tas2r39
Q7TQA6	Tas2r38
Q7TQA7	Tas2r3
Q7TQA8	Tas2r136
Q7TQA9	Tas2r135
Q7TQB0	Tas2r134
Q7TQB8	Tas2r40
Q7TQB9	Tas2r143
Q7TQC7	Gpatch2
Q7TQD2	Tppp
Q7TQD7	Myo1b
Q7TQE6	Maco1
Q7TQE7	Kiaa0895
Q7TQF2	Fbxo10
Q7TQF7	Amph
Q7TQG0	Zbtb5
Q7TQG1	Plekha6
Q7TQG7	Adam11
Q7TQH0	Atxn2l
Q7TQH7	Lrp10
Q7TQI0	Tmem204
Q7TQI2	Dysf
Q7TQI3	Otub1
Q7TQI7	Abtb2
Q7TQI8	Tspyl2
Q7TQJ1	Marveld1
Q7TQJ8	Wtip
Q7TQJ9	Kif14
Q7TQK0	Ccnt2
Q7TQK1	Ints7
Q7TQK4	Exosc3
Q7TQK5	Ccdc93
Q7TQN3	Wfikkn2
Q7TQN9	Gpr142
Q7TQP0	Gpr141
Q7TQP2	Gpr135
Q7TQP3	Gpr119
Q7TQP4	Rxfp4
Q7TQQ0	Olfr1509
Q7TQQ2	Olfr1505
Q7TQQ3	Olfr1500
Q7TQQ5	Olfr1490
Q7TQQ6	Olfr1480
Q7TQQ7	Olfr1477
Q7TQQ8	Olfr1474
Q7TQQ9	Olfr1472
Q7TQR2	Olfr1465
Q7TQR3	Olfr1463
Q7TQR7	Olfr1437
Q7TQR9	Olfr1434
Q7TQS1	Olfr1425
Q7TQS2	Olfr1419
Q7TQS3	Olfr1418
Q7TQS4	Olfr1415
Q7TQT0	Olfr1386
Q7TQT1	Olfr1385
Q7TQT2	Olfr1383
Q7TQT3	Olfr1382
Q7TQT4	Olfr1381
Q7TQT5	Olfr1380
Q7TQT6	Olfr1373
Q7TQT7	Olfr1371
Q7TQT8	Olfr263
Q7TQT9	Olfr1366
Q7TQU0	Olfr1535
Q7TQU5	Olfr1359
Q7TQU6	Olfr1358
Q7TQU7	Olfr1357
Q7TQU8	Olfr1356
Q7TQU9	Olfr1355
Q7TQV1	Olfr1349
Q7TQV3	Olfr1344
Q7TQV4	Olfr1341
Q7TQW3	Olfr1322
Q7TQW4	Olfr1321
Q7TQW6	Olfr1318
Q7TQW8	Olfr1313
Q7TQX0	Olfr1308
Q7TQX1	Olfr1307
Q7TQX5	Olfr1299
Q7TQX8	Olfr1290
Q7TQX9	Olfr1289
Q7TQY1	Olfr1287
Q7TQY2	Olfr1286
Q7TQY3	Olfr1285
Q7TQY4	Olfr1283
Q7TQY5	Olfr1282
Q7TQY6	Olfr1281
Q7TQY8	Olfr1275
Q7TQZ0	Olfr32
Q7TQZ2	Olfr1252
Q7TQZ3	Olfr1251
Q7TQZ6	Olfr1246
Q7TQZ8	Olfr1231
Q7TR01	Olfr1225
Q7TR02	Olfr1222
Q7TR04	Olfr1219
Q7TR05	Olfr1216
Q7TR09	Olfr1211
Q7TR10	Olfr1204
Q7TR12	Olfr1198
Q7TR13	Olfr1197
Q7TR14	Olfr1196
Q7TR16	Olfr1186
Q7TR17	Olfr1182
Q7TR18	Olfr1181
Q7TR20	Olfr1178
Q7TR24	Olfr1173
Q7TR25	Olfr1168
Q7TR26	Olfr1167
Q7TR27	Olfr1166
Q7TR28	Olfr1162
Q7TR29	Olfr1161
Q7TR34	Olfr1152
Q7TR35	Olfr1148
Q7TR38	Olfr152
Q7TR40	Olfr1137
Q7TR42	Olfr1135
Q7TR43	Olfr1134
Q7TR44	Olfr1133
Q7TR45	Olfr1131
Q7TR47	Olfr1128
Q7TR48	Olfr153
Q7TR49	Olfr1126
Q7TR53	Olfr1115
Q7TR54	Olfr1113
Q7TR55	Olfr1111
Q7TR57	Olfr1106
Q7TR58	Olfr1105
Q7TR59	Olfr1101
Q7TR63	Olfr1087
Q7TR64	Olfr1085
Q7TR67	Olfr1080
Q7TR70	Olfr1065
Q7TR71	Olfr1062
Q7TR72	Olfr1061
Q7TR74	Olfr1058
Q7TR75	Olfr1057
Q7TR76	Olfr1051
Q7TR79	Olfr1046
Q7TR80	Olfr1045
Q7TR81	Olfr1042
Q7TR84	Olfr1037
Q7TR85	Olfr1036
Q7TR87	Olfr1031
Q7TR89	Olfr1028
Q7TR90	Olfr1026
Q7TR94	Olfr1015
Q7TR95	Olfr1014
Q7TR96	Olfr1013
Q7TR99	Olfr1000
Q7TRA0	Olfr996
Q7TRA1	Olfr988
Q7TRA2	Olfr987
Q7TRA6	Olfr967
Q7TRA7	Olfr965
Q7TRA9	Olfr963
Q7TRB7	Olfr26
Q7TRB8	Olfr924
Q7TRB9	Olfr923
Q7TRC0	Olfr921
Q7TRC2	Olfr918
Q7TRC3	Olfr917
Q7TRC7	Olfr907
Q7TRC9	Olfr904
Q7TRD1	Olfr901
Q7TRD6	Olfr25
Q7TRD9	Olfr890
Q7TRE0	Olfr885
Q7TRE4	Olfr876
Q7TRE5	Olfr875
Q7TRE6	Olfr874
Q7TRE9	Olfr872
Q7TRF0	Olfr871
Q7TRF1	Olfr869
Q7TRF3	Olfr867
Q7TRF5	Olfr859
Q7TRF6	Olfr58
Q7TRF7	Olfr857
Q7TRF8	Olfr855
Q7TRG0	Olfr851
Q7TRG2	Olfr845
Q7TRG3	Olfr844
Q7TRG4	Olfr843
Q7TRG7	Olfr835
Q7TRG8	Olfr834
Q7TRG9	Olfr832
Q7TRH2	Olfr823
Q7TRH4	Olfr814
Q7TRH5	Olfr813
Q7TRH7	Olfr804
Q7TRH8	Olfr798
Q7TRH9	Olfr792
Q7TRI1	Olfr787
Q7TRI2	Olfr782
Q7TRI3	Olfr776
Q7TRI4	Olfr775
Q7TRI5	Olfr774
Q7TRI6	Olfr765
Q7TRI7	Olfr138
Q7TRI8	Olfr132
Q7TRJ0	Olfr761
Q7TRJ1	Olfr128
Q7TRJ3	Olfr122
Q7TRJ5	Olfr119
Q7TRJ6	Olfr118
Q7TRK1	Olfr111
Q7TRK4	Olfr107
Q7TRK7	Olfr104
Q7TRL3	Olfr91
Q7TRL9	Olfr745
Q7TRM0	Olfr744
Q7TRM4	Olfr735
Q7TRM9	Olfr17
Q7TRN0	Olfr714
Q7TRN3	Olfr699
Q7TRN4	Olfr698
Q7TRN6	Olfr687
Q7TRN7	Olfr685
Q7TRN8	Olfr684
Q7TRP1	Olfr675
Q7TRP2	Olfr671
Q7TRP3	Olfr670
Q7TRP4	Olfr667
Q7TRP5	Olfr664
Q7TRP7	Olfr657
Q7TRQ1	Olfr645
Q7TRQ3	Olfr635
Q7TRQ5	Olfr624
Q7TRQ9	Olfr607
Q7TRR2	Olfr598
Q7TRR4	Olfr594
Q7TRR7	Olfr591
Q7TRS5	Olfr566
Q7TRS6	Olfr553
Q7TRT5	Olfr538
Q7TRT7	Olfr533
Q7TRT9	Olfr527
Q7TRU0	Olfr524
Q7TRU3	Olfr519
Q7TRU4	Olfr517
Q7TRU6	Olfr506
Q7TRU7	Olfr504
Q7TRU8	Olfr503
Q7TRU9	Olfr487
Q7TRV1	Olfr479
Q7TRV2	Olfr467
Q7TRV7	Olfr453
Q7TRV8	Olfr452
Q7TRV9	Olfr433
Q7TRW1	Olfr429
Q7TRW7	Olfr412
Q7TRW8	Olfr411
Q7TRX0	Olfr406
Q7TRX1	Olfr43
Q7TRX2	Olfr403
Q7TRX3	Olfr399
Q7TRX4	Olfr23
Q7TRX6	Olfr392
Q7TRX7	Olfr389
Q7TRX8	Olfr384
Q7TRX9	Olfr20
Q7TRY0	Olfr374
Q7TRY2	Olfr372
Q7TRY4	Olfr366
Q7TRY5	Olfr358
Q7TRZ4	Olfr320
Q7TRZ7	Olfr314
Q7TRZ9	Olfr312
