From	To
Q7TS01	Olfr309
Q7TS02	Olfr305
Q7TS03	Olfr304
Q7TS04	Olfr301
Q7TS05	Olfr299
Q7TS06	Olfr298
Q7TS07	Olfr297
Q7TS08	Olfr295
Q7TS10	Olfr293
Q7TS13	Olfr290
Q7TS15	Olfr287
Q7TS16	Olfr286
Q7TS17	Olfr285
Q7TS18	Olfr275
Q7TS19	Olfr270
Q7TS20	Olfr259
Q7TS23	Olfr251
Q7TS24	Olfr250
Q7TS26	Gm10310
Q7TS30	Olfr222
Q7TS32	Olfr213
Q7TS33	Olfr212
Q7TS38	Olfr201
Q7TS40	Olfr198
Q7TS43	Olfr193
Q7TS51	Olfr171
Q7TS53	Olfr169
Q7TS55	Tnfsf18
Q7TS63	Zfat
Q7TS68	Nsun6
Q7TS72	Itpkc
Q7TS73	Rflna
Q7TS74	Ckap2l
Q7TS90	Slc8a3
Q7TS99	Helt
Q7TSA3	Btla
Q7TSA6	Proser3
Q7TSC1	Prrc2a
Q7TSC3	Nek5
Q7TSD4	Tbata
Q7TSF0	Dsg1c
Q7TSF1	Dsg1b
Q7TSF4	Lrrc75a
Q7TSF6	Mki67
Q7TSF9	Rexo5
Q7TSG1	Cep120
Q7TSG2	Ctdp1
Q7TSG3	Fbxo5
Q7TSG5	Sh3d21
Q7TSH2	Phkb
Q7TSH3	Znf516
Q7TSH4	Ccp110
Q7TSH7	Kcnf1
Q7TSH8	Tmem94
Q7TSH9	Zfp184
Q7TSI0	Znf12
Q7TSI1	Plekhm1
Q7TSI3	Ppp6r1
Q7TSJ2	Map6
Q7TSJ6	Lats2
Q7TSK2	Sez6
Q7TSK3	Pcdh8
Q7TSK7	Adamtsl2
Q7TSL0	Ifnk
Q7TSN6	Gpr151
Q7TSP5	Vtcn1
Q7TSQ1	Clec18a
Q7TSQ8	Pdpr
Q7TSS2	Ube2q1
Q7TSS3	Ikbkg
Q7TST5	Lamp3
Q7TSU7	Kirrel2
Q7TSV0	Zfp606
Q7TSV1	Tns1
Q7TSV2	Slc9a1
Q7TSV4	Pgm2
Q7TSV6	Got1l1
Q7TSV9	Enkd1
Q7TSY6	Celf4
Q7TSY8	Sgo2
Q7TSZ8	Nacc1
Q7TSZ9	Dusp8
Q7TT00	Supt20h
Q7TT03	Helz2
Q7TT15	Galnt17
Q7TT16	Ipmk
Q7TT18	Atf7ip
Q7TT23	Dnaaf9
Q7TT28	Rexo1
Q7TT36	Adgra3
Q7TT37	Elp1
Q7TT41	Moxd2
Q7TT42	trypsinogen
Q7TT50	Cdc42bpb
Q7TT52	Ppp1r14d
Q7TT79	Mcph1
Q80SS5	Ifna12
Q80SS6	Gpbar1
Q80ST9	Lca5
Q80SU3	Zar1
Q80SU4	Ifna13
Q80SU6	Slc34a3
Q80SU7	Gvin1
Q80SV1	Lhfpl1
Q80SW1	Ahcyl1
Q80SW5	Etd
Q80SX5	Otop2
Q80SX8	Pif1
Q80SX9	Kidins220
Q80SY3	Atp6v0d2
Q80SY4	Mib1
Q80SY5	Prpf38b
Q80SY6	Adal
Q80SZ6	Nxf7
Q80SZ7	Gng5
Q80T03	Muc6
Q80T06	Eef1d
Q80T11	Ush1g
Q80T14	Fras1
Q80T19	Hamp2
Q80T21	Adamtsl4
Q80T23	Sytl5
Q80T32	Adgrd1
Q80T41	Gabbr2
Q80T54	Pgr15l
Q80T60	Npffr1
Q80T62	Gpr101
Q80T67	Zfp871
Q80T69	Rsbn1
Q80T74	Klhl29
Q80T79	Csmd3
Q80T85	Dcaf5
Q80T91	Megf11
Q80TA6	Mtmr12
Q80TA9	Epg5
Q80TB7	Zswim6
Q80TB8	Vat1l
Q80TC5	Pogk
Q80TC6	Zswim5
Q80TD3	Fnip2
Q80TE0	Rpap1
Q80TE1	mKIAA1402
Q80TE3	Marchf4
Q80TE4	Sipa1l2
Q80TE7	Lrrc7
Q80TF0	Bod1l
Q80TF4	Klhl13
Q80TG9	Lrfn2
Q80TH9	Usp31
Q80TI0	Gramd1b
Q80TI1	Plekhh1
Q80TJ1	Cadps
Q80TJ7	Phf8
Q80TK6	mKIAA1086
Q80TL0	Ppm1e
Q80TL1	Adcy2
Q80TL4	Phf24
Q80TL7	Mon2
Q80TM6	R3hdm2
Q80TM9	Nisch
Q80TN1	Camk2a
Q80TN4	Dnajc16
Q80TN5	Zdhhc17
Q80TN7	Nav3
Q80TP3	Ubr5
Q80TP9	Ankrd12
Q80TQ2	Cyld
Q80TR1	Adgrl1
Q80TR4	Slit1
Q80TR8	Dcaf1
Q80TS3	Adgrl3
Q80TS5	Znf423
Q80TS7	Ddn
Q80TS8	Sel1l3
Q80TT2	Baiap3
Q80TT8	Cul9
Q80TV8	Clasp1
Q80TX6	Zeb2
Q80TY0	Fnbp1
Q80TY5	Vps13b
Q80TZ3	Dnajc6
Q80TZ9	Rere
Q80U04	Pja2
Q80U12	Sgsm2
Q80U16	Ripor2
Q80U19	Daam2
Q80U23	Snph
Q80U27	Kif3b
Q80U30	Clec16a
Q80U35	Arhgef17
Q80U38	Khnyn
Q80U40	Rimbp2
Q80U43	Sec16a
Q80U44	Zfyve16
Q80U45	Pdzd2
Q80U49	Cep170b
Q80U53	Snx19
Q80U56	Avl9
Q80U57	Rims3
Q80U58	Pum2
Q80U59	Kiaa0232
Q80U62	Rubcn
Q80U63	Mfn2
Q80U70	Suz12
Q80U72	Scrib
Q80U78	Pum1
Q80U83	Sec24c
Q80U93	Nup214
Q80U95	Ube3c
Q80UC6	Gpr62
Q80UC8	Gpr139
Q80UE6	Wnk4
Q80UF4	Sdccag8
Q80UF7	Ticam1
Q80UF9	Otop3
Q80UG1	Fads6
Q80UG2	Plxna4
Q80UG5	Septin9
Q80UG6	Alkal2
Q80UG8	Ttll4
Q80UI7	Clec4a1
Q80UJ1	Slc22a20
Q80UJ7	Rab3gap1
Q80UJ9	Setmar
Q80UK0	Sestd1
Q80UK5	Serpinb9f
Q80UK7	Sass6
Q80UK8	Ints2
Q80UL9	Jaml
Q80UM3	Naa15
Q80UM7	Mogs
Q80UN1	Kctd9
Q80UN3	Nup153
Q80UN9	Trit1
Q80UP3	Dgkz
Q80UP5	Ankrd13a
Q80UP8	Slc20a2
Q80UQ2	Rassf6
Q80UR4	Prss34
Q80US8	Mxd3
Q80UU2	Rpp38
Q80UU9	Pgrmc2
Q80UW2	Fbxo2
Q80UW3	Rinl
Q80UW5	Cdc42bpg
Q80UW8	Polr2e
Q80UX8	Abhd13
Q80UX9	Selenon
Q80UY1	Carnmt1
Q80UY2	Kcmf1
Q80UZ0	Fgd5
Q80UZ2	Sdad1
Q80V03	Adck5
Q80V12	Sox10
Q80V17	Setd1a
Q80V23	Znf32
Q80V24	Vgll4
Q80V26	Bpnt2
Q80V29	Ap5s1
Q80V31	Cep104
Q80V42	Cpm
Q80V53	Chst14
Q80V62	Fancd2
Q80V63	Prdm4
Q80V70	Megf6
Q80V72	Ip6k2
Q80V76	Pygo2
Q80V80	Mageb16
Q80V81	Zfp819
Q80V85	Trim62
Q80V86	Ints8
Q80V94	Ap4e1
Q80VA0	Galnt7
Q80VA5	Sh3tc2
Q80VC6	Trnau1ap
Q80VC9	Camsap3
Q80VD1	Fam98b
Q80VE5	Tbc1d22b
Q80VG1	Scml4
Q80VH0	Bank1
Q80VI1	Trim56
Q80VJ2	Sra1
Q80VJ3	Dnph1
Q80VJ6	Zscan4c
Q80VJ8	Kash5
Q80VK6	Arhgef38
Q80VL1	Tdrkh
Q80VL3	Prickle3
Q80VM3	Ttc29
Q80VM4	Znf579
Q80VM7	Ankrd24
Q80VM8	Pnma8a
Q80VM9	Otop1
Q80VN0	Cfap100
Q80VP1	Epn1
Q80VP2	Spata7
Q80VP5	Mtrfr
Q80VP8	Tmem106c
Q80VP9	Asphd2
Q80VQ0	Aldh3b1
Q80VQ1	Lrrc1
Q80VR2	Ell3
Q80VR3	Sult1c1
Q80VS1	Esrrb
Q80VT5	2610318N02Rik
Q80VU4	Ntf4
Q80VV3	Eif4ebp3
Q80VW5	Whrn
Q80VW7	Akna
Q80VX2	Cd200
Q80VY2	Inka2
Q80VY9	Dhx33
Q80W00	Ppp1r10
Q80W03	Tox3
Q80W04	Tmcc2
Q80W15	Igfbpl1
Q80W21	Gstm7
Q80W22	Thnsl2
Q80W26	Chil6
Q80W31	Znf569
Q80W32	Iqcg
Q80W35	Tmem202
Q80W37	Snupn
Q80W40	Acsm4
Q80W47	Wipi2
Q80W53	Zkscan2
Q80W54	Zmpste24
Q80W65	Pcsk9
Q80W68	Kirrel1
Q80W71	Plekha8
Q80W76	Tcp10a
Q80W85	Npm2
Q80W88	Homez
Q80W93	Hydin
Q80W94	Mogat2
Q80W99	Catsper3
Q80WB0	Fndc11
Q80WB5	Ntaq1
Q80WC1	Ubn2
Q80WC3	Tnrc18
Q80WC7	Agfg2
Q80WC9	Aasdh
Q80WE4	Kif20b
Q80WG5	Lrrc8a
Q80WG7	Trim36
Q80WJ1	Ggn
Q80WJ6	Abcc12
Q80WJ7	Mtdh
Q80WK2	Slc51b
Q80WM3	Cplx4
Q80WM4	Hapln4
Q80WM5	Hapln3
Q80WM7	Prss33
Q80WM9	Tnfrsf14
Q80WP8	Gadl1
Q80WQ2	Vac14
Q80WQ4	Trmt9b
Q80WQ6	Rhbdf2
Q80WQ9	Zbed4
Q80WR1	Tspan18
Q80WS1	Rimklb
Q80WS3	Fbll1
Q80WT0	Jph4
Q80WT2	Dmrt3
Q80WT4	Gpr176
Q80WT5	Aftph
Q80WU9	Ptpn5
Q80WV3	Chst2
Q80WV7	Srrm3
Q80WW9	Ddrgk1
Q80WY3	Nanos1
Q80X19	Col14a1
Q80X27	2610028H24Rik
Q80X40	Myo15b
Q80X41	Vrk1
Q80X44	Zbtb24
Q80X50	Ubap2l
Q80X53	Ccdc116
Q80X56	Trim69
Q80X59	Tmco5b
Q80X60	Efcab3
Q80X61	Spata18
Q80X66	Btbd10
Q80X68	Csl
Q80X71	Tmem106b
Q80X72	Lrrc15
Q80X73	Pelo
Q80X76	Serpina3f
Q80X80	C2cd2l
Q80X81	Acat3
Q80X82	Sympk
Q80X83	Bpifa3
Q80X85	Mrps7
Q80X86	Armc12
Q80X87	Gmfb
Q80X89	Ugt2a1
Q80X90	Flnb
Q80X94	Acbd4
Q80X95	Rraga
Q80X98	Dhx38
Q80XA0	Tmem121
Q80XB4	Nrap
Q80XB7	Polq
Q80XC2	Trmt61a
Q80XC3	Usp6nl
Q80XC6	Nrde2
Q80XD1	Chn2
Q80XD3	Rgs7
Q80XD5	Fryl
Q80XD8	Prap1
Q80XD9	Clec2e
Q80XE1	Ric8b
Q80XE3	BC051076
Q80XF5	Il22ra2
Q80XG9	Lrrtm4
Q80XH2	Impg2
Q80XH4	Wscd1
Q80XI1	Fbxo34
Q80XI3	Eif4g3
Q80XI4	Pip4k2b
Q80XI6	Map3k11
Q80XI7	Bpifb9a
Q80XJ3	Ttc28
Q80XK2	Brpf1
Q80XK6	Atg2b
Q80XL1	Cblc
Q80XL6	Acad11
Q80XL7	Mppe1
Q80XM3	Kcng4
Q80XM9	Slc66a2
Q80XN0	Bdh1
Q80XP8	Fam76b
Q80XQ2	Tbc1d5
Q80XQ8	Fam168b
Q80XR2	Atp2c1
Q80XR7	Zfp955a
Q80XR9	Rsrc1
Q80XS6	Samd4b
Q80XS7	Fam83e
Q80XT7	Piezo1
Q80XT9	Fat1
Q80XU3	Nucks1
Q80XU5	C2cd4b
Q80XU8	Lrfn4
Q80XZ4	Il22ra1
Q80Y14	Glrx5
Q80Y17	Llgl1
Q80Y19	Arhgap11a
Q80Y20	Alkbh8
Q80Y32	Hmgxb4
Q80Y34	Zfp454
Q80Y37	Hsfy2
Q80Y44	Ddx10
Q80Y50	Camta2
Q80Y55	Bsdc1
Q80Y56	Rbsn
Q80Y61	Baiap2l2
Q80Y72	Cstl1
Q80Y73	Hoatz
Q80Y74	Gtsf2
Q80Y75	Dnajb13
Q80Y81	Elac2
Q80Y83	Dixdc1
Q80Y84	Kdm5b
Q80Y86	Mapk15
Q80Y98	Ddhd2
Q80YA7	Dpp8
Q80YA8	Crb2
Q80YA9	Cnksr2
Q80YC5	F12
Q80YD1	Supv3l1
Q80YD3	Fam205c
Q80YD6	Sergef
Q80YD8	Prss21
Q80YE7	Dapk1
Q80YF6	Upk3b
Q80YF9	Arhgap33
Q80YG3	Klhdc1
Q80YN3	Bcas1
Q80YP6	Zik1
Q80YQ1	Thbs1
Q80YQ2	Med23
Q80YQ8	Rmnd5a
Q80YR2	Fhip2b
Q80YR3	Skida1
Q80YR4	Znf598
Q80YR5	Safb2
Q80YR6	Rbbp8
Q80YR7	Clspn
Q80YR9	Rbm12b1
Q80YS5	Lrrc27
Q80YS6	Afap1
Q80YS7	Tex45
Q80YS9	Stkld1
Q80YT3	Cct8l1
Q80YT5	Spata20
Q80YT7	Pde4dip
Q80YU0	Abhd16b
Q80YU5	Mog
Q80YV2	Zc3hc1
Q80YV3	Trrap
Q80YV4	Pank4
Q80YW0	Cyth4
Q80YX1	Tnc
Q80YX8	Mup21
Q80YY7	Znf618
Q80Z08	Vmn2r43
Q80Z09	Vmn2r81
Q80Z10	Astn2
Q80Z24	Negr1
Q80Z37	Topors
Q80Z60	Eef1akmt4
Q80Z60	Eef1akmt4-Ece2
Q80Z64	Nanog
Q80Z71	Tnn
Q80ZA4	Pkhd1l1
Q80ZA7	Fmr1nb
Q80ZC9	Psors1c2
Q80ZD3	Slc26a11
Q80ZD9	Amigo2
Q80ZE3	Siglec10
Q80ZE4	Paqr7
Q80ZE5	Paqr8
Q80ZF2	Ifne
Q80ZF8	Adgrb3
Q80ZI1	Trnp1
Q80ZI2	Rtp2
Q80ZI6	Lrsam1
Q80ZJ1	Rap2a
Q80ZJ3	Eif4e2
Q80ZJ6	Zer1
Q80ZJ7	Snx32
Q80ZJ8	Cracr2b
Q80ZK0	Mrps10
Q80ZK9	Wdtc1
Q80ZM3	Mettl20
Q80ZM5	H1f10
Q80ZM7	Gtf2a2
Q80ZM8	Crls1
Q80ZN5	Cst13
Q80ZN9	Cox6b2
Q80ZP0	4930503B20Rik
Q80ZQ0	Spaca4
Q80ZQ5	Jazf1
Q80ZQ9	Abitram
Q80ZR8	1700001J03Rik
Q80ZS3	Mrps26
Q80ZS7	BC048507
Q80ZT1	1700001K19Rik
Q80ZU0	Arl5a
Q80ZU4	Smim19
Q80ZU5	Ccdc181
Q80ZU7	Bpifb3
Q80ZU9	Gpr137
Q80ZV0	Rnaseh2b
Q80ZW0	Stk35
Q80ZW2	Them6
Q80ZX0	Sec24b
Q80ZX2	Zfp790
Q80ZX8	Spag1
Q80ZX9	Olfr70
Q80ZY7	Zfp229
Q80ZZ5	Ryr2
Q810A1	Znf18
Q810A3	Ttc9c
Q810A5	Kiaa0895l
Q810A7	Ddx42
Q810B3	Bsx
Q810B6	Ankfy1
Q810B7	Slitrk5
Q810B8	Slitrk4
Q810B9	Slitrk3
Q810C0	Slitrk2
Q810C1	Slitrk1
Q810D6	Grwd1
Q810D9	Oog1
Q810F8	Tbx10
Q810G1	Ifna16
Q810G3	Ifna14
Q810G4	Ifna11
Q810G6	Ifna7
Q810H5	Galp
Q810I0	Vps37d
Q810I2	Trim50
Q810J1	Psg22
Q810J8	Zfyve1
Q810K3	Sgpp2
Q810L2	Arl4c
Q810L3	Chfr
Q810L4	Tmem39b
Q810L8	Fzd7
Q810M1	Cfap299
Q810M5	Zdhhc19
Q810M6	Liat1
Q810N3	Lypd10
Q810N6	Ankrd45
Q810N8	Rhox11
Q810N9	Ccdc172
Q810P2	Odf3l1
Q810P3	Cdkn3
Q810P8	Ms4a5
Q810Q0	Gm5622
Q810Q5	Nmes1
Q810R6	Adam3
Q810R8	Gm21249
Q810S1	Mcub
Q810T2	Ccnb3
Q810U2	Teddm1a
Q810U3	Nfasc
Q810U4	Nrcam
Q810U5	Ccdc50
Q810V0	Mphosph10
Q810V8	Rps6ka1
Q810W6	Cxcr1
Q810Y7	Dppa1
Q810Y8	Pramel7
Q810Y9	Pramel6
Q810Z1	Lcn10
Q811B1	Xylt1
Q811B3	Adamts12
Q811B5	Prr3
Q811C2	Atg4c
Q811D0	Dlg1
Q811D2	Ankrd26
Q811F1	Zbtb41
Q811G0	Bbs9
Q811H0	Zbtb42
Q811I0	Atpaf1
Q811J3	Ireb2
Q811L6	Mast4
Q811M1	Arhgap15
Q811P0	Slc36a3
Q811P8	Arhgap32
Q811Q3	Adam30
Q811Q4	Adam29
Q811Q9	Pcyt1b
Q811S7	Ubp1
Q811T9	Disc1
Q811U4	Mfn1
Q811W1	Aard
Q811W2	Cyp26b1
Q812A2	Srgap3
Q812A3	Ankrd23
Q812A5	Prr5
Q812B2	Gphb5
Q812C9	Aoc2
Q812E0	Cpeb2
Q812F3	Hyal5
Q812F8	Mgat4b
Q812G0	Mgat4a
Q85ZW5	H2-M10.6
Q85ZW6	H2-M10.3
Q85ZW7	H2-M10.5
Q85ZW8	H2-M10.4
Q85ZW9	H2-M10.2
Q85ZX0	H2-M11
Q8BFP9	Pdk1
Q8BFQ2	TMEM229B
Q8BFQ3	Gpr68
Q8BFQ4	Wdr82
Q8BFQ6	Slc49a4
Q8BFQ8	Gatd1
Q8BFQ9	Klhl42
Q8BFR1	Zc3hav1l
Q8BFR2	Fstl5
Q8BFR4	Gns
Q8BFR5	Tufm
Q8BFR6	Zfand1
Q8BFS6	Cpped1
Q8BFS8	Zfp418
Q8BFS9	Asnsd1
Q8BFT1	Irx6
Q8BFT2	Haus4
Q8BFT6	Jmjd4
Q8BFT9	Svop
Q8BFU0	Rspo2
Q8BFU1	Slc39a9
Q8BFU2	H2aw
Q8BFU3	Rnf214
Q8BFU7	P2ry10
Q8BFU8	Slc17a8
Q8BFV2	Pcid2
Q8BFV3	Dusp4
Q8BFW3	Ppp1r15b
Q8BFW4	Trim65
Q8BFW7	Lpp
Q8BFW9	Slc2a12
Q8BFX1	Rnf187
Q8BFX2	Zfp438
Q8BFX3	Kctd3
Q8BFY0	Pirt
Q8BFY6	Pef1
Q8BFY7	Pimreg
Q8BFY9	Tnpo1
Q8BFZ1	Tecrl
Q8BFZ2	Plppr1
Q8BFZ3	Actbl2
Q8BFZ4	Fbxl21
Q8BFZ6	Idi2
Q8BFZ8	Fam72a
Q8BFZ9	Erlin2
Q8BG02	Ppp2r2c
Q8BG05	Hnrnpa3
Q8BG07	Pld4
Q8BG09	Tmem184b
Q8BG15	Ctdspl2
Q8BG16	Slc6a15
Q8BG18	Necab1
Q8BG19	Tmtc4
Q8BG21	Cacfd1
Q8BG22	Clca2
Q8BG26	Rusc1
Q8BG28	B3galnt2
Q8BG30	Nelfa
Q8BG31	Vxn
Q8BG32	Psmd11
Q8BG36	Dmrt2
Q8BG39	Sv2b
Q8BG40	Katnb1
Q8BG41	Psmb11
Q8BG47	Rnf152
Q8BG48	Stk17b
Q8BG50	Tmem169
Q8BG51	Rhot1
Q8BG54	Sptlc3
Q8BG55	Gpr171
Q8BG58	P4htm
Q8BG60	Txnip
Q8BG67	Efr3a
Q8BG71	Trmt12
Q8BG73	Sh3bgrl2
Q8BG79	Cwf19l2
Q8BG80	Fbxo46
Q8BG84	Lair1
Q8BG87	Tet3
Q8BG89	Znf365
Q8BG92	Clvs2
Q8BG93	Nudt15
Q8BG98	9130023H24Rik
Q8BG99	Pknox2
Q8BGA2	Lhfpl2
Q8BGA3	Lrrtm2
Q8BGA8	Acsm5
Q8BGA9	Oxa1l
Q8BGB2	Ttc7a
Q8BGB5	Limd2
Q8BGB7	Enoph1
Q8BGB8	Coq4
Q8BGC0	Htatsf1
Q8BGC3	Slc16a12
Q8BGC4	Zadh2
Q8BGC9	Creg2
Q8BGD4	Slco4c1
Q8BGD5	Cpt1c
Q8BGD6	Slc38a9
Q8BGD7	Npas4
Q8BGD8	Coa6
Q8BGD9	Eif4b
Q8BGE5	Fancm
Q8BGE6	Atg4b
Q8BGE7	Trim6
Q8BGE9	Rxfp3
Q8BGF0	AW551984
Q8BGF3	Dnaaf10
Q8BGF6	Elmod2
Q8BGF7	Pan2
Q8BGF8	Slc35d3
Q8BGF9	Slc25a44
Q8BGG0	Slc30a8
Q8BGG6	Mospd3
Q8BGG7	Ubash3b
Q8BGG9	Acnat2
Q8BGH2	Samm50
Q8BGH4	Reep1
Q8BGH7	Cdc42se2
Q8BGI1	Rnf24
Q8BGI3	Insig1
Q8BGI4	Fam13a
Q8BGI5	Pex26
Q8BGI7	Lrrc39
Q8BGJ0	Zdhhc15
Q8BGK2	Adprhl1
Q8BGK5	Slc35f1
Q8BGK6	Slc7a6
Q8BGL1	Ppm1n
Q8BGL3	Sult2a8
Q8BGM4	Mettl27
Q8BGM5	Best2
Q8BGM7	Prkag3
Q8BGN3	Enpp6
Q8BGN6	Prrg4
Q8BGN8	Synpr
Q8BGP5	Tmem127
Q8BGP6	Slc25a40
Q8BGQ1	Vipas39
Q8BGQ2	Csrnp2
Q8BGQ4	Pomt2
Q8BGQ7	Aars1
Q8BGR1	Pdzph1
Q8BGR2	Lrrc8d
Q8BGR5	Fam53b
Q8BGR6	Arl15
Q8BGR9	Ublcp1
Q8BGS0	Mak16
Q8BGS1	Epb41l5
Q8BGS2	Bola2
Q8BGS3	Zkscan1
Q8BGS5	Zscan22
Q8BGS7	Cept1
Q8BGT0	Ostm1
Q8BGT5	Gpt2
Q8BGT6	Micall1
Q8BGT7	Smndc1
Q8BGT8	Phyhipl
Q8BGT9	Galnt12
Q8BGU0	Cyp4f39
Q8BGU1	6720489N17Rik
Q8BGU2	Cbln2
Q8BGU5	Ccny
Q8BGV0	Nars2
Q8BGV3	Tacstd2
Q8BGV4	Tti2
Q8BGV5	Znf8
Q8BGV7	Kctd13
Q8BGV8	Mief1
Q8BGV9	Atg4d
Q8BGW0	Themis
Q8BGW1	Fto
Q8BGW2	Wbp1l
Q8BGW3	Bhlhe23
Q8BGW4	Dcaf12l2
Q8BGW5	Nabp1
Q8BGW6	Stk32a
Q8BGW7	Zscan29
Q8BGW8	Vgll2
Q8BGW9	Defb29
Q8BGX0	Trim23
Q8BGX1	Pced1b
Q8BGX2	Timm29
Q8BGX3	Lrtm2
Q8BGX4	Ofcc1
Q8BGX7	Spidr
Q8BGY2	Eif5a2
Q8BGY3	Luzp2
Q8BGY4	Klhl26
Q8BGY5	Tmem140
Q8BGY6	B3gnt5
Q8BGY7	Fam210a
Q8BGY9	Slc5a7
Q8BGZ1	Hpcal4
Q8BGZ2	Fam168a
Q8BGZ3	Dcaf12
Q8BGZ7	Krt75
Q8BGZ8	Zpld1
Q8BH00	Aldh8a1
Q8BH01	Tmco3
Q8BH02	Tor4a
Q8BH04	Pck2
Q8BH05	Znf750
Q8BH06	Il17re
Q8BH07	Arl6ip6
Q8BH15	Cnot10
Q8BH16	Fbxl2
Q8BH17	Vwa3b
Q8BH18	Tmem117
Q8BH24	Tm9sf4
Q8BH26	Tmem251
Q8BH31	Mfsd8
Q8BH32	Susd4
Q8BH34	Sema3d
Q8BH35	C8b
Q8BH43	Wasf2
Q8BH44	Coro2b
Q8BH47	Sec22a
Q8BH48	Ubap1
Q8BH49	Pheta1
Q8BH51	Cox14
Q8BH52	Creb3l2
Q8BH55	Thnsl1
Q8BH57	Wdr48
Q8BH58	Tiprl
Q8BH59	Slc25a12
Q8BH60	Gopc
Q8BH61	F13a1
Q8BH64	Ehd2
Q8BH65	Dennd6a
Q8BH66	Atl1
Q8BH69	Sephs1
Q8BH70	Fbxl4
Q8BH73	Qpctl
Q8BH74	Nup107
Q8BH75	Rnf41
Q8BH79	Ano10
Q8BH82	Napepld
Q8BH83	Ankrd9
Q8BH86	Dglucy
Q8BH88	Depdc1b
Q8BH89	Wfdc15a
Q8BH93	Mapk1ip1l
Q8BH95	Echs1
Q8BH97	Rcn3
Q8BH98	Mboat1
Q8BHA1	Lrrc24
Q8BHA3	Dtd2
Q8BHA9	Pxylp1
Q8BHB0	Nod1
Q8BHB3	Lax1
Q8BHB4	Wdr3
Q8BHB9	Clic6
Q8BHC0	Lyve1
Q8BHC1	Rab39b
Q8BHC4	Dcakd
Q8BHC7	Rhbdd1
Q8BHC9	Fut11
Q8BHD0	Rab39a
Q8BHD1	Poc1b
Q8BHD4	Frmd3
Q8BHD7	Ptbp3
Q8BHD8	Pcmtd2
Q8BHE0	Prr11
Q8BHE1	Gemin8
Q8BHE3	Atcay
Q8BHE4	Tmem108
Q8BHE5	Bmp3
Q8BHE8	Maip1
Q8BHG1	Nrdc
Q8BHG3	Tmem30b
Q8BHG9	Cggbp1
Q8BHH0	Qrfprl
Q8BHH1	Aqp11
Q8BHH2	Rab9b
Q8BHH8	Clrn3
Q8BHH9	Tmem179
Q8BHI4	Kbtbd3
Q8BHI7	Elovl5
Q8BHI9	Nim1k
Q8BHJ5	Tbl1xr1
Q8BHJ6	Serinc5
Q8BHJ7	Gabra5
Q8BHJ9	Slu7
Q8BHK1	Nipa1
Q8BHK3	Slc36a2
Q8BHK4	Zfp799
Q8BHK6	Slamf7
Q8BHK9	Ercc6l
Q8BHL3	Tbc1d10b
Q8BHL4	Gprc5a
Q8BHL5	Elmo2
Q8BHL6	Faap24
Q8BHL7	Cdc42se1
Q8BHL8	Psmf1
Q8BHM7	Zfp747
Q8BHM9	Tmprss11f
Q8BHN0	Ppm1l
Q8BHN1	Txlng
Q8BHN3	Ganab
Q8BHN5	Rbm45
Q8BHN9	Clba1
Q8BHP2	Nutm1
Q8BHP7	Olfml2a
Q8BHR2	Enox1
Q8BHS6	Armcx3
Q8BHS8	Sybu
Q8BHT6	B3glct
Q8BHT7	Rgp1
Q8BHV4	Gm6377
Q8BHW4	4933430I17Rik
Q8BHW5	Tmem255a
Q8BHW6	Spata21
Q8BHW9	Slfnl1
Q8BHX0	4933402J07Rik
Q8BHX1	Haus1
Q8BHX3	Cdca8
Q8BHY2	Noc4l
Q8BHY3	Ano1
Q8BHY8	Snx14
Q8BHZ0	Cyria
Q8BHZ4	Znf592
Q8BHZ5	Cyren
Q8BI06	Cemip
Q8BI08	Mal2
Q8BI17	Sh2d7
Q8BI21	Rnf38
Q8BI23	Aknad1
Q8BI29	Sarg
Q8BI36	Jkamp
Q8BI38	Fbxw21
Q8BI41	Synb
Q8BI55	Dyrk4
Q8BI57	Fbxw13
Q8BI58	Fbxw26
Q8BI66	Znf526
Q8BI67	Znf473
Q8BI69	Znf784
Q8BI71	Exoc3l1
Q8BI72	Cdkn2aip
Q8BI73	Znf775
Q8BI79	Ccdc40
Q8BI80	Uggt2
Q8BI84	Mia3
Q8BI99	Znf879
Q8BIA0	Pde8b
Q8BIA3	Mkx
Q8BIA4	Fbxw8
Q8BIB2	Adamts3
Q8BIB6	2810021J22Rik
Q8BIC7	Zfp763
Q8BID6	Zbtb46
Q8BID7	Vmn2r57
Q8BID8	Fbxl14
Q8BIE6	Frmd4a
Q8BIF0	Cd99l2
Q8BIF2	Rbfox3
Q8BIF9	Znf787
Q8BIG2	Lkaaear1
Q8BIG3	Gm9789
Q8BIG4	Fbxo28
Q8BIG7	Comtd1
Q8BIH0	Sap130
Q8BII1	Prox2
Q8BII3	D130040H23Rik
Q8BIJ6	Iars2
Q8BIJ7	Rufy1
Q8BIK4	Dock9
Q8BIK6	Tmprss7
Q8BIL2	Msantd1
Q8BIL5	Hook1
Q8BIN6	Zfp595
Q8BIP0	Dars2
Q8BIQ2	Zfp846
Q8BIQ3	Znf2
Q8BIQ5	Cstf2
Q8BIQ6	Zfp947
Q8BIQ8	Znf770
Q8BIR2	Aste1
Q8BIS1	Zfp9
Q8BIS8	Ccdc126
Q8BIV1	Zfp719
Q8BIV3	Ranbp6
Q8BIV7	Slc45a1
Q8BIW1	Prune1
Q8BIW9	Chtf18
