From	To
P53046	ROM1
P53047	RTA1
P53048	MAL11
P53049	YOR1
P53050	MGA1
P53051	IMA1
P53058	VEL1
P53059	MNT2
P53060	RMR1
P53062	BRR6
P53063	RAI1
P53064	RTF1
P53065	TAD1
P53066	YGL242C
P53067	KAP114
P53068	DOC1
P53070	MTO1
P53072	TAN1
P53073	EMC4
P53075	SHE10
P53076	VID30
P53077	MTC3
P53078	SDT1
P53081	NIF3
P53082	BOL2
P53083	MDM34
P53086	KIP3
P53088	NCS6
P53090	ARO8
P53091	MCM6
P53093	YIP4
P53094	MDS3
P53095	DSD1
P53096	HOS2
P53099	TPN1
P53100	YGL185C
P53101	STR3
P53102	MND1
P53104	ATG1
P53107	YRB30
P53108	YIP5
P53109	AIM14
P53110	YGL159W
P53111	ARI1
P53112	PEX14
P53114	NUT1
P53115	INO80
P53118	ROG1
P53119	HUL5
P53120	YGL140C
P53121	FLC3
P53122	YGL138C
P53123	MRM2
P53124	PCL10
P53125	ITC1
P53127	SNT2
P53128	MET13
P53129	MON1
P53131	PRP43
P53134	YGL114W
P53135	SLD3
P53136	NSA1
P53137	CUE3
P53140	RMD9
P53141	MLC1
P53142	VPS73
P53144	YGK1
P53145	LSG1
P53146	USE1
P53147	TOS8
P53148	SPC105
P53152	MMS2
P53153	LCL3
P53154	GUP1
P53155	YGL082W
P53157	MPC1
P53158	KXD1
P53163	MNP1
P53164	NPY1
P53165	SGF73
P53166	MRH4
P53167	PUS2
P53169	YBP2
P53170	PKP2
P53172	SDS23
P53173	ERV14
P53177	TYW3
P53178	ALG13
P53179	RIM8
P53183	YGL039W
P53184	PNC1
P53187	HOP2
P53188	CGR1
P53189	SCW11
P53191	PIB2
P53192	GET1
P53193	JAC1
P53195	COG7
P53196	RPN14
P53197	CDH1
P53198	ERP6
P53199	ERG26
P53200	EFM5
P53201	SWC4
P53202	CUL3
P53203	PEX31
P53204	NMA2
P53206	MCY1
P53207	SNU71
P53208	EAT1
P53209	YGR016W
P53210	YGR017W
P53212	YGR021W
P53214	MTL1
P53215	THG1
P53217	YGR026W
P53219	IMO32
P53220	TIM21
P53221	RPL26B
P53223	CAX4
P53224	ORM1
P53227	YGR042W
P53228	NQM1
P53230	TAM41
P53233	FMP48
P53234	YGR053C
P53235	YGR054W
P53236	RSC1
P53237	LST7
P53238	PEF1
P53239	COX18
P53241	VHT1
P53242	YGR066C
P53243	YGR067C
P53244	ART5
P53250	TWF1
P53251	SLX9
P53252	PIL1
P53253	NNF2
P53254	UTP22
P53255	DRN1
P53256	RRP46
P53257	TPC1
P53258	MDR1
P53259	PCP1
P53260	GTF1
P53261	NOP7
P53262	VOA1
P53264	CLD1
P53265	YGR111W
P53266	SHY1
P53267	DAM1
P53270	YGR117C
P53273	YGR125W
P53275	YGR127W
P53276	UTP8
P53277	SYF2
P53278	YGR130C
P53279	FHN1
P53280	CAF130
P53281	LSB1
P53283	TPO2
P53285	VPS62
P53289	RTS3
P53290	GTR2
P53292	MRPS35
P53294	PUS6
P53295	RBG2
P53296	ATF2
P53297	PBP1
P53299	TIM13
P53301	CRH1
P53303	ZPR1
P53304	SLI1
P53305	RSM27
P53306	GPI1
P53309	YAP1802
P53311	MPC3
P53312	LSC2
P53313	SDA1
P53314	CPD1
P53315	SOL4
P53316	YGR250C
P53317	NOP19
P53318	COQ6
P53319	GND2
P53320	MTM1
P53322	TNA1
P53323	BUD32
P53324	SAY1
P53326	YGR266W
P53327	SLH1
P53329	YGR273C
P53331	RNH70
P53332	CAB4
P53333	CWC22
P53334	SCW4
P53335	PXR1
P53336	YGR283C
P53337	ERV29
P53338	MAL13
P53341	MAL12
P53343	PAU12
P53378	TUB4
P53379	MKC7
P53388	DIP5
P53389	HOL1
P53390	MEP3
P53394	YPR003C
P53397	OGG1
P53438	SOK2
P53507	TOM7
P53538	SSU72
P53540	SPC98
P53541	SPO1
P53549	RPT4
P53550	DCP2
P53551	HHO1
P53552	THO2
P53583	MPA43
P53584	YTP1
P53598	LSC1
P53599	SSK2
P53600	RET3
P53604	MSO1
P53615	NCE103
P53616	SUN4
P53617	NRD1
P53622	COP1
P53628	SNF12
P53629	ARE2
P53630	BIO4
P53631	HXT17
P53632	PAP2
P53633	YIP3
P53685	HST1
P53686	HST2
P53687	HST3
P53688	HST4
P53691	CPR6
P53720	SMM1
P53721	RCF2
P53722	ATP23
P53723	YNR021W
P53727	BUD17
P53728	CPR8
P53729	YNR029C
P53730	ALG12
P53731	ARC35
P53732	MRPS12
P53733	RSM19
P53734	DBP6
P53735	ZRG17
P53736	YNR040W
P53738	TRM112
P53739	FPK1
P53740	YNR048W
P53741	BRE5
P53742	NOG2
P53743	ESF2
P53744	BIO5
P53745	MNT4
P53746	FRE4
P53747	YNR061C
P53749	YNR063W
P53750	YNR064C
P53751	YNR065C
P53752	YNR066C
P53753	DSE4
P53754	YNR068C
P53755	BSC5
P53756	PDR18
P53757	YNR071C
P53759	DUS1
P53769	CWC24
P53819	YRF1-6
P53823	SNO2
P53824	SNZ2
P53829	CAF40
P53830	CUS2
P53832	WSC2
P53833	POP3
P53834	HCH1
P53835	PRM1
P53836	CAF120
P53838	BOR1
P53839	GOR1
P53840	TOF1
P53843	IST1
P53844	PDR17
P53845	YIF1
P53846	LTO1
P53847	DSL1
P53848	FOL1
P53849	GIS2
P53850	RTC4
P53851	TEX1
P53852	YNL247W
P53853	VPS75
P53854	CWC25
P53855	ATG2
P53857	YNL234W
P53858	BNI4
P53859	CSL4
P53860	PDR16
P53861	ELA1
P53863	JJJ1
P53865	CNM67
P53866	SQS1
P53867	ATG4
P53868	ALG9
P53869	MRX7
P53870	YNL193W
P53871	DUG3
P53872	YNL190W
P53873	SWT21
P53874	UBP10
P53875	MRPL19
P53877	IPI3
P53878	YNL181W
P53879	RHO5
P53881	MRPL22
P53883	NOP13
P53885	MDG1
P53886	APC1
P53889	FMP41
P53890	BNI5
P53891	YNL165W
P53892	IBD2
P53893	RIA1
P53894	CBK1
P53897	IGO1
P53898	NSG2
P53899	CUZ1
P53900	GIM3
P53901	INN1
P53903	PGA2
P53904	ALF1
P53905	LSM7
P53907	YNL144C
P53909	AAH1
P53911	EAF7
P53912	YNL134C
P53914	KRE33
P53915	NRK1
P53916	TEP1
P53917	FAR11
P53918	ESBP6
P53919	NAF1
P53920	NMA111
P53921	YNL122C
P53923	NCS2
P53924	DMA2
P53925	YNL115C
P53927	NOP15
P53929	YNL108C
P53930	YAF9
P53932	YNL095C
P53933	APP1
P53934	YNL092W
P53935	NST1
P53937	SWS2
P53938	EOS1
P53940	APJ1
P53941	IMP4
P53942	RNH201
P53943	AQR1
P53944	MTQ1
P53946	ARP5
P53947	YNL058C
P53949	OCA2
P53950	VAC7
P53951	COG5
P53952	YNL050C
P53953	SFB2
P53954	ALG11
P53955	SLM2
P53958	BOP3
P53959	COG6
P53960	YNL040W
P53961	GPI15
P53962	YNL035C
P53965	SIW14
P53966	KTR5
P53968	CRZ1
P53969	SAM50
P53970	EFM6
P53971	FAP1
P53972	RCM1
P53973	HDA1
P53974	ARK1
P53978	HEF3
P53980	YNL011C
P53981	PYP1
P53982	IDP3
P53983	ASI3
P54000	SUB1
P54003	SUR7
P54007	YLR460C
P54070	KTR6
P54072	YLR152C
P54074	ASI1
P54113	ADE16
P54114	ALD3
P54115	ALD6
P54199	MPS1
P54730	UBX4
P54780	RPL15B
P54781	ERG5
P54783	ALO1
P54784	ORC1
P54785	MOT3
P54786	ZDS2
P54787	VPS9
P54790	ORC3
P54791	ORC4
P54837	ERV25
P54838	DAK1
P54839	ERG13
P54854	HXT15
P54857	TGL2
P54858	DOS2
P54860	UFD2
P54861	DNM1
P54862	HXT11
P54867	SLG1
P54885	PRO2
P54964	REX2
P54999	SMX3
P56508	SNA2
P56628	RPL22B
P57743	LSM3
P57744	TIM8
P60010	ACT1
P61829	OLI1
P61830	HHT1
P61830	HHT2
P69771	DID2
P69850	DAD3
P69851	DAD4
P80210	ADE12
P80235	YAT1
P80428	ARP4
P80667	PEX13
P81449	TIM11
P81450	ATP18
P81451	ATP19
P87012	YCL001W-A
P87108	TIM10
P87262	RPL34A
P87275	AIM11
P87284	PMP3
P89102	SEC5
P89105	CTR9
P89114	SAE3
P89886	TMA20
Q00055	GPD1
Q00245	RHO3
Q00246	RHO4
Q00362	CDC55
Q00381	APS2
Q00402	NUM1
Q00416	SEN1
Q00453	RGM1
Q00539	NAM8
Q00578	SSL2
Q00582	GTR1
Q00618	BET4
Q00684	CDC14
Q00711	SDH1
Q00723	PRP38
Q00764	TPS1
Q00772	SLT2
Q00776	APM1
Q00816	REG1
Q00873	CYT2
Q00916	SNP1
Q00947	STP1
Q00955	ACC1
Q01080	RPA49
Q01159	CEG1
Q01163	RSM23
Q01217	ARG5,6
Q01329	PTA1
Q01389	BCK1
Q01448	HPC2
Q01454	CTF4
Q01476	UBP2
Q01477	UBP3
Q01519	COX12
Q01532	LAP3
Q01560	NPL3
Q01574	ACS1
Q01589	SED1
Q01590	SED5
Q01649	CIK1
Q01662	MAP1
Q01802	AAT1
Q01846	MDM1
Q01852	TIM44
Q01855	RPS15
Q01896	ENA2
Q01919	KIN4
Q01926	MRS2
Q01939	RPT6
Q01976	YSA1
Q02046	MTD1
Q02100	SKO1
Q02159	UBC7
Q02196	MET14
Q02197	MAK10
Q02199	NUP49
Q02201	OSH6
Q02202	ECM9
Q02204	MRPL13
Q02206	RSC4
Q02207	FOX2
Q02208	TOF2
Q02256	YVH1
Q02260	SMD1
Q02326	RPL6A
Q02336	ADA2
Q02354	UTP6
Q02455	MLP1
Q02457	TBF1
Q02486	ABF2
Q02516	HAP5
Q02521	SPP2
Q02554	CUS1
Q02555	RNT1
Q02574	MEC3
Q02608	MRPS16
Q02629	NUP100
Q02630	NUP116
Q02642	EGD1
Q02647	DYN2
Q02648	TRM44
Q02685	RMI1
Q02710	ECM23
Q02724	ULP1
Q02725	VTC3
Q02733	IRC15
Q02753	RPL21A
Q02754	YPL067C
Q02767	VPS28
Q02770	CWC27
Q02771	PET117
Q02772	PET191
Q02773	RPM2
Q02774	SHR3
Q02775	SLU7
Q02776	TIM50
Q02783	MFM1
Q02784	GRX5
Q02785	PDR12
Q02792	RAT1
Q02793	SKI8
Q02794	STD1
Q02795	SWP1
Q02799	LEE1
Q02804	ARL3
Q02805	ROD1
Q02820	NCE101
Q02821	SRP1
Q02825	SEN54
Q02831	YPL077C
Q02863	UBP16
Q02866	MUK1
Q02873	YPL107W
Q02875	SYH1
Q02883	FMP30
Q02884	ELP4
Q02887	ATG21
Q02889	MGR2
Q02890	PNG1
Q02891	EEB1
Q02892	NOG1
Q02895	AAD16
Q02896	YDC1
Q02908	ELP3
Q02931	NAN1
Q02932	KAP120
Q02933	RNY1
Q02939	TFB2
Q02948	VPS30
Q02950	MRP51
Q02959	HOS3
Q02961	YPL113C
Q02969	PEX25
Q02979	GDE1
Q02981	YPL109C
Q03002	FRK1
Q03010	UME1
Q03012	SPP1
Q03016	GIP3
Q03018	ESP1
Q03020	ISU1
Q03028	ODC1
Q03034	FDC1
Q03036	IRC4
Q03048	COF1
Q03049	YDR541C
Q03067	SGF11
Q03071	ELC1
Q03079	MRX11
Q03081	MET31
Q03083	YPL034W
Q03085	SRL4
Q03088	SVL3
Q03096	EST3
Q03099	YML133C
Q03102	YML131W
Q03103	ERO1
Q03104	MSC1
Q03124	RSC9
Q03125	NRG1
Q03144	SNO1
Q03148	SNZ1
Q03151	MTG1
Q03153	ATP25
Q03161	YMR099C
Q03162	MUB1
Q03175	SRT1
Q03177	YMR102C
Q03178	PIR1
Q03180	PIR3
Q03193	YDR090C
Q03195	RLI1
Q03201	RSM10
Q03210	NGL3
Q03212	EAR1
Q03213	HOT1
Q03214	ECM5
Q03218	MMT1
Q03219	YMR178W
Q03220	CTL1
Q03246	MRPS17
Q03254	FCP1
Q03262	PRM15
Q03263	YMR279C
Q03264	NGL2
Q03266	ABZ2
Q03280	TOM1
Q03281	HEH2
Q03289	PFA5
Q03290	TFB3
Q03305	RMT2
Q03306	PKH3
Q03308	VPS16
Q03322	TLG1
Q03323	SDC1
Q03327	UGO1
Q03330	GCN5
Q03337	TRS31
Q03338	PRP3
Q03361	JIP4
Q03362	YDR476C
Q03370	PEX29
Q03375	CWC21
Q03388	VPS72
Q03390	VPS60
Q03406	SLD5
Q03407	PKH1
Q03419	IZH1
Q03429	MZM1
Q03433	VPS71
Q03434	TY1B-ML2
Q03435	NHP10
Q03441	RMD1
Q03446	RCR2
Q03455	MSC2
Q03465	RPN4
Q03466	EBS1
Q03482	YDR210W
Q03494	TY2B-DR2
Q03496	TRM732
Q03497	STE20
Q03503	MAK3
Q03508	YMR265C
Q03516	RSN1
Q03525	TMA23
Q03529	SCS7
Q03530	RCE1
Q03532	HAS1
Q03533	TDA1
Q03554	GOT1
Q03557	HER2
Q03558	OYE2
Q03559	YMR295C
Q03612	TY1B-ER1
Q03619	TY1B-ER2
Q03629	YML079W
Q03630	BET5
Q03631	WAR1
Q03640	TCB3
Q03648	YMR209C
Q03649	MGL2
Q03652	DML1
Q03653	EFR3
Q03654	CEF1
Q03655	GAS3
Q03656	SKY1
Q03660	TRS130
Q03661	ESC1
Q03667	MIX17
Q03674	PLB2
Q03677	ADI1
Q03687	ANY1
Q03690	CLU1
Q03691	ROT1
Q03694	INP1
Q03697	YMD8
Q03702	CCE1
Q03705	CGI121
Q03707	SRC1
Q03713	RCF1
Q03722	YML020W
Q03723	OST6
Q03730	YML018C
Q03735	NAB6
Q03750	TAF8
Q03758	BUL2
Q03759	YML108W
Q03761	TAF12
Q03764	EKI1
Q03768	GIR2
Q03769	ENT5
Q03770	SSY1
Q03771	ACL4
Q03772	CWC15
Q03774	TRM82
Q03776	PRP42
Q03778	FMN1
Q03784	TRS23
Q03785	VHS1
Q03786	YDR248C
Q03790	NUP53
Q03792	RIM13
Q03795	YMR155W
Q03796	TPP1
Q03798	AIM36
Q03799	MRPS8
Q03818	ATG16
Q03825	MSS11
Q03829	MME1
Q03833	GIS1
Q03834	MSH6
Q03835	GRX3
Q03855	TY1B-DR1
Q03860	TVP15
Q03862	ARX1
Q03868	SPO71
Q03880	PKR1
Q03897	MTC5
Q03899	YDR131C
Q03900	YDR132C
Q03919	RUB1
Q03920	MTQ2
Q03921	DOP1
Q03935	YAP6
Q03940	RVB1
Q03941	CAB5
Q03942	RKM2
Q03944	VPS64
Q03954	SPC19
Q03956	RAV2
Q03957	CTK1
Q03973	HMO1
Q03976	RSM24
Q03983	YDR179W-A
Q04002	SCC2
Q04003	SAS4
Q04004	PLP1
Q04006	UPS3
Q04013	YHM2
Q04018	YMR244W
Q04031	RRP17
Q04033	YDR415C
Q04048	SYF1
Q04049	RAD30
Q04052	ARO80
Q04053	SNX41
Q04062	RPN9
Q04066	BNA7
Q04067	TIF35
Q04080	GPI17
Q04081	PPM1
Q04082	GPI19
Q04083	THI74
Q04089	DOT1
Q04093	YDR444W
Q04110	ECM11
Q04116	YHP1
Q04119	PPN1
Q04120	TSA2
Q04121	NHX1
Q04149	MUS81
Q04162	YDR387C
Q04170	YDR391C
Q04172	SHE9
Q04174	SMP3
Q04175	SXM1
Q04177	UTP5
Q04178	HPT1
Q04179	URH1
Q04182	PDR15
Q04183	TRS120
Q04195	SIZ1
Q04199	CAC2
Q04210	YET2
Q04212	ARA2
Q04213	IOC4
Q04214	TY1B-MR1
Q04216	DLT1
Q04217	ECM16
Q04223	YMR130W
Q04225	RRB1
Q04226	TAF11
Q04228	UBX2
Q04235	TRM12
Q04264	PDS5
Q04272	VPS20
Q04279	SEG1
Q04299	YMR087W
Q04301	VBA1
Q04304	YMR090W
Q04305	UTP15
Q04307	RPC11
Q04311	VMS1
Q04322	GYL1
Q04336	YMR196W
Q04338	VTI1
Q04341	MIX14
Q04344	HNT1
Q04347	BUD22
Q04359	SPO20
Q04364	PEX9
Q04370	PEX12
Q04371	YMR027W
Q04372	TAP42
Q04373	PUF6
Q04377	LCD1
Q04383	PLM2
Q04396	LPP1
Q04399	GMC1
Q04401	SDH7
Q04406	EMI1
Q04408	YDR514C
Q04409	EMI2
Q04410	GRH1
Q04411	URC2
Q04412	AGE1
Q04418	RBA50
Q04430	CAB1
Q04432	HSP31
Q04433	FIT1
Q04437	YKU80
Q04439	MYO5
Q04458	HFD1
Q04471	YMR114C
Q04472	MGR3
Q04477	SPC24
Q04487	SHH3
Q04489	YML096W
Q04491	SEC13
Q04493	GIM5
Q04500	UTP14
Q04511	UFO1
Q04516	AIM33
Q04533	YML082W
Q04545	TDA9
Q04549	ARP10
Q04562	TMN2
Q04585	YDR109C
Q04598	YDR115W
Q04599	MRPL1
Q04600	TMA64
Q04601	APC4
Q04602	VBA4
Q04603	DPB4
Q04608	YDR124W
Q04623	ECM18
Q04629	SWF1
Q04632	COG8
Q04636	POB3
Q04638	ITT1
Q04651	ERV41
Q04658	SMA2
Q04659	CSM3
Q04660	ERB1
Q04670	TY1B-MR2
Q04673	SSL1
Q04675	SEN15
Q04689	AIM32
Q04693	RSE1
Q04697	GSF2
Q04705	PRM6
Q04711	TY1B-ML1
Q04712	RRN11
Q04728	ARG7
Q04734	RIM9
Q04739	GAL83
Q04740	RNH1
Q04746	KAR5
Q04749	AVO2
Q04751	NAT4
Q04767	TVP18
Q04772	IRC21
Q04773	YMR074C
Q04779	RCO1
Q04781	RKR1
Q04792	GAD1
Q04806	GTO3
Q04835	YMR253C
Q04847	ROY1
Q04867	YMR310C
Q04868	ELP6
Q04869	YMR315W
Q04893	YMR317W
Q04894	ADH6
Q04895	DAL4
Q04898	YMR321C
Q04902	SNO4
Q04921	SPR28
Q04924	GTB1
Q04925	YDR222W
Q04930	CRF1
Q04934	IVY1
Q04935	COX20
Q04947	RTN1
Q04951	SCW10
Q04952	FKS3
Q04958	NTE1
Q04969	SPC2
Q04991	FMP42
Q05015	FSH2
Q05016	YMR226C
Q05021	TAF7
Q05022	RRP5
Q05024	TRI1
Q05027	TAF9
Q05029	BCH1
Q05031	DFG5
Q05040	FAR8
Q05050	EIS1
Q05080	HOF1
Q05123	ARP9
Q05131	RCH1
Q05164	HPF1
Q05166	ASM4
Q05359	ERP1
Q05468	RQC1
Q05471	SWR1
Q05473	MRX8
Q05497	YDR338C
Q05498	FCF1
Q05506	YDR341C
Q05515	SVF1
Q05518	PAL1
Q05521	DPP1
Q05530	YDR286C
Q05533	INM2
Q05541	NSE3
Q05543	RTT103
Q05549	HRQ1
Q05567	DPL1
Q05568	PEX10
Q05580	HEL2
Q05583	CIA1
Q05584	GLO2
Q05610	DON1
Q05635	RNH202
Q05636	RRP45
Q05648	MRX10
Q05670	FUS2
Q05672	RBS1
Q05676	SOM1
Q05775	HCR1
Q05776	UPS1
Q05778	PBA1
Q05779	COQ9
Q05785	ENT2
Q05787	HRD3
Q05788	PNP1
Q05790	CRR1
Q05791	CDC123
Q05809	COA4
Q05854	YLR278C
Q05863	YLR281C
Q05867	YLR283W
Q05871	ECI1
Q05874	NNT1
Q05881	YLR287C
Q05892	COQ11
Q05900	YHC1
Q05902	ECM38
Q05905	HRI1
Q05911	ADE13
Q05924	DCR2
Q05926	GRX8
Q05931	SSQ1
Q05933	ARC18
Q05937	STP3
Q05942	RSA3
Q05946	UTP13
Q05947	UCC1
Q05948	YLR225C
Q05949	BUR2
Q05958	ECM22
Q05979	BNA5
Q05998	THI7
Q06001	FAR10
Q06005	LIP2
Q06010	STE23
Q06032	CST9
Q06053	DUS3
Q06063	DUS4
Q06070	YLR407W
Q06078	UTP21
Q06089	YPR098C
Q06090	MRPL51
Q06096	COG4
Q06098	ISR1
Q06102	YTH1
Q06103	RPN7
Q06106	MRD1
Q06107	YPR114W
Q06108	RGC1
Q06116	YPR117W
Q06132	SGD1
Q06135	GAS2
Q06137	YLR345W
Q06142	KAP95
Q06143	DIC1
Q06144	ORM2
Q06147	LCB5
Q06149	PDR8
Q06151	DCS1
Q06152	YLR271W
Q06156	YCS4
Q06160	SPH1
Q06163	EST2
Q06168	SFH1
Q06169	PEX30
Q06170	YLR326W
Q06177	TMA10
Q06178	NMA1
Q06179	FMP27
Q06188	YLR455W
Q06199	YLR456W
Q06200	ECM7
Q06204	YLR446W
Q06205	FPR4
Q06213	NUT2
Q06214	JIP5
Q06216	PIG1
Q06217	SMD2
Q06218	DBP9
Q06224	YSH1
Q06236	SHH4
Q06244	PUS5
Q06245	SEC10
Q06247	YLR173W
Q06251	YLR177W
Q06252	YLR179C
Q06263	VTA1
Q06266	TOS4
Q06287	EMG1
Q06315	SKG3
Q06321	ATG26
Q06325	YPS7
Q06328	YPQ2
Q06333	CNL1
Q06336	GGA1
Q06337	EAF1
Q06338	BCP1
Q06339	TFC6
Q06340	ESC2
Q06344	ESF1
Q06346	KEI1
Q06349	DXO1
Q06350	CTS2
Q06385	VPS74
Q06389	FRQ1
Q06390	PHO92
Q06405	ATP17
Q06406	LSM6
Q06407	RGA2
Q06408	ARO10
Q06409	DCK1
Q06410	ATG17
Q06411	SPP382
Q06412	TUS1
Q06417	TDA5
Q06436	MAG2
Q06440	CRN1
Q06449	PIN3
Q06451	TPO3
Q06466	TDA6
Q06479	YLR352W
Q06485	ATG33
Q06488	RSC2
Q06489	MRI1
Q06490	THI22
Q06493	YLH47
Q06494	YPR127W
Q06497	ANT1
Q06504	NAT3
Q06505	SPN1
Q06506	RRP9
Q06508	LOA1
Q06510	TAZ1
Q06511	RRP15
Q06512	NOC4
Q06522	YPR147C
Q06523	YPR148C
Q06525	URN1
Q06537	YPR153W
Q06538	CSC1
Q06541	ARV1
Q06543	GPN3
Q06549	CDD1
Q06551	ERF2
Q06554	IRC20
Q06563	SYM1
Q06567	MCP2
Q06580	MLC2
Q06592	HPA2
Q06593	OPT2
Q06595	YPR196W
Q06597	ARR2
Q06598	ARR3
Q06604	BSP1
Q06608	YPR172W
Q06623	HDA3
Q06624	AOS1
Q06625	GDB1
Q06628	ATG13
Q06629	HDA2
Q06630	MHR1
Q06631	BFR2
Q06632	CFT1
Q06636	GPI11
Q06639	RSC3
Q06640	YDR306C
Q06644	PMT7
Q06651	PIB1
Q06665	RAD34
Q06667	IPK1
Q06668	OMS1
Q06672	TSR2
Q06673	ECM30
Q06675	MCM21
Q06676	YFT2
Q06677	SWA2
Q06678	MRPL35
Q06679	UTP4
Q06680	YCG1
Q06681	YSP2
Q06682	UBX5
Q06683	IRC3
Q06685	VIP1
Q06686	CTR3
Q06688	BER1
Q06689	YLR413W
Q06696	VPS36
Q06697	CDC73
Q06698	YLR419W
Q06702	CDA1
Q06703	CDA2
Q06704	IMH1
Q06705	CSR1
Q06706	IKI3
Q06708	VAC14
Q06709	REH1
Q06810	OPY2
Q06815	MRL1
Q06817	GRS2
Q06819	DIB1
Q06820	MDM36
Q06821	YPR084W
Q06822	ASA1
Q06833	NVJ2
Q06834	ASR1
Q06835	RDS3
Q06836	SYT1
Q06839	YPR097W
Q06892	POS5
Q06991	PUN1
Q07084	SSK1
Q07350	PRP11
Q07351	STP4
Q07376	MCH1
Q07379	YDL057W
Q07381	TSR1
Q07395	SYO1
Q07418	PEX19
Q07442	BDF2
Q07451	YET3
Q07454	YDL073W
Q07457	BRE1
Q07458	RXT3
Q07468	VAM6
Q07471	THI3
Q07478	SUB2
Q07500	NDE2
Q07505	YDL086W
Q07508	LUC7
Q07527	TRM3
Q07528	ATG20
Q07530	YDL114W
Q07532	IWR1
Q07533	CYK3
Q07534	HEM25
Q07540	YFH1
Q07549	SNA4
Q07551	YDL124W
Q07560	CRD1
Q07589	YDL144C
Q07622	ACK1
Q07623	NOP6
Q07629	YDL218W
Q07648	DTD1
Q07651	FMP45
Q07653	HBT1
Q07655	WHI4
Q07657	SHS1
Q07660	BRE4
Q07684	MFG1
Q07688	YPD1
Q07716	AIM6
Q07729	GUD1
Q07732	ADY3
Q07747	AAD4
Q07748	THI13
Q07786	SOR2
Q07791	TY2B-DR3
Q07793	TY1B-DR4
Q07794	RTT109
Q07798	SPO75
Q07799	LMO1
Q07800	PSR1
Q07804	YEH1
Q07807	PUF3
Q07821	ISA1
Q07824	TPO1
Q07825	FRA1
Q07830	GPI13
Q07834	YLL032C
Q07844	RIX7
Q07845	GRC3
Q07872	ENT4
Q07878	VPS13
Q07888	YLL067C
Q07895	YLR001C
Q07896	NOC3
Q07897	CMS1
Q07904	THI73
Q07913	NSE1
Q07914	PAM18
Q07915	RLP24
Q07923	LOT6
Q07928	GAT3
Q07930	PML1
Q07938	MEU1
Q07949	PSR2
Q07950	YEH2
Q07951	IRC25
Q07953	SDO1
Q07959	IZH3
Q07963	UBR2
Q07979	RSC58
Q07980	MLH2
Q07993	XYL2
Q08001	LAM6
Q08003	RFU1
Q08004	BUD20
Q08023	FMP25
Q08032	CDC45
Q08045	LCL2
Q08054	CSI2
Q08058	COQ10
Q08096	RCL1
Q08108	PLB3
Q08109	HRD1
Q08119	ESC8
Q08144	TLG2
Q08157	YOL019W
Q08162	DIS3
Q08176	MIM1
Q08179	MDM38
Q08182	YAP7
Q08193	GAS5
Q08199	SIL1
Q08202	OPI10
Q08204	SMC5
Q08208	NOP12
Q08213	NGL1
Q08214	NTG2
Q08217	PSK2
Q08218	LDS2
Q08219	RRT8
Q08220	GSH2
Q08224	THI20
Q08225	YOL057W
Q08226	CRT10
Q08227	INP54
Q08229	NBA1
Q08230	SDH5
Q08231	THP1
Q08232	DSC2
Q08234	YOL075C
Q08235	BRX1
Q08236	AVO1
Q08237	REX4
Q08245	ZEO1
Q08268	MCH4
Q08269	ALR1
Q08271	GAS4
Q08273	HRT1
Q08278	MED7
Q08280	BSC6
Q08281	RTC1
Q08282	PPM2
Q08285	RRP40
Q08287	NOP8
Q08295	IMA2
Q08299	ENB1
Q08347	BDS1
Q08361	AAD15
Q08387	DNL4
Q08409	AUS1
Q08412	CUE5
Q08417	RSB1
Q08421	ETT1
Q08422	TMC1
Q08438	VHS3
Q08444	NOB1
Q08446	SGT1
Q08448	LPL1
Q08465	YNG1
Q08484	GYP1
Q08485	NRT1
Q08490	SGO1
Q08491	SKI7
Q08492	BUD21
Q08496	DIA2
Q08548	ALE1
Q08550	MPC54
Q08553	SYC1
Q08558	DCI1
Q08562	ULS1
Q08579	THI72
Q08580	PEX27
Q08581	SLK19
Q08601	MCA1
Q08622	GEP3
Q08634	YOR238W
Q08641	ABP140
Q08645	MET7
Q08646	SSP2
Q08647	PUS7
Q08649	ESA1
Q08650	DGA1
Q08651	ENV9
Q08683	APC5
Q08685	CLP1
Q08686	TUM1
Q08687	TMA16
Q08689	NAT5
Q08693	TRE2
Q08702	HNT3
Q08723	RPN8
Q08726	GPN2
Q08732	HRK1
Q08742	RDL2
Q08743	YOR292C
Q08745	RPS10A
Q08746	RRS1
Q08747	UAF30
Q08748	YOR296W
Q08749	TIM18
Q08750	MUM3
Q08754	BUD7
Q08760	RAX1
Q08773	ISW2
Q08774	RRG7
Q08777	MCH5
Q08816	YOR352W
Q08817	SOG2
Q08822	CIR2
Q08826	SNX3
Q08831	VTS1
Q08844	YOR365C
Q08873	SCP1
Q08886	GPB1
Q08902	AMF1
Q08904	RDR1
Q08905	FRE3
Q08908	FRE5
Q08910	YOR387C
Q08911	FDH1
Q08912	YOR389W
Q08913	FEX1
Q08914	HSP33
Q08919	TRE1
Q08920	CBC2
Q08921	TCO89
Q08923	CTI6
Q08924	RTT10
Q08925	MRN1
Q08929	GUP2
Q08930	YPL191C
Q08932	RSA1
Q08949	DDC1
Q08951	APL5
Q08952	OXR1
Q08954	YPL199C
Q08957	AFT2
Q08959	PGC1
Q08960	TYW1
Q08961	RKM1
Q08962	NIP7
Q08963	LEA1
Q08964	YPL216W
Q08965	BMS1
Q08966	PCL8
Q08967	FLC1
Q08968	FMP40
