TF,Target,Mode,PMID,Tf_age,Tg_age,Tg_age_int,TF_age_int,age_length,TF_ID,Target_ID
Gbx2,Lmo3,Repression,23136391,Eumetazoa,Eumetazoa,4,4,0,14472,109593
Gbx2,Otx2,Repression,22566684,Eumetazoa,Eukaryota,2,4,2,14472,18424
Gbx2,Otx2,Unknown,11124114,Eumetazoa,Eukaryota,2,4,2,14472,18424
Gbx2,Robo1,Activation,23136391,Eumetazoa,Eumetazoa,4,4,0,14472,19876
Gbx2,Shh,Activation,19244520,Eumetazoa,Eumetazoa,4,4,0,14472,20423
Gcfc2,Egfr,Repression,8494791,Eukaryota,Eukaryota,2,2,0,330361,13649
Gcgr,Crh,Repression,10517666,Eumetazoa,Amniota,6,4,2,14527,12918
Gcgr,G6pc,Repression,18847435,Eumetazoa,Vertebrata,5,4,1,14527,14377
Gcm2,Pth,Activation,21713993,Eumetazoa,Amniota,6,4,2,107889,19226
Gfi1,Bak1,Repression,8962093,Eumetazoa,Vertebrata,5,4,1,14581,12018
Gfi1,Bax,Repression,8962093,Eumetazoa,Vertebrata,5,4,1,14581,12028
Gfi1,Cdkn1a,Repression,24586582,Eumetazoa,Amniota,6,4,2,14581,12575
Gfi1,Cdkn2b,Repression,24586582,Eumetazoa,Eukaryota,2,4,2,14581,12579
Gfi1,Elane,Unknown,18328744,Eumetazoa,Eumetazoa,4,4,0,14581,50701
Gfi1,Gfi1b,Unknown,15718298,Eumetazoa,Eumetazoa,4,4,0,14581,14582
Gfi1,Id2,Repression,20453161,Eumetazoa,Eumetazoa,4,4,0,14581,15902
Gfi1,Il7r,Repression,22865857,Eumetazoa,Amniota,6,4,2,14581,16197
Gfi1,Spi1,Repression,19818654,Eumetazoa,Eumetazoa,4,4,0,14581,20375
Gfi1,Zbtb16,Unknown,19723763,Eumetazoa,Vertebrata,5,4,1,14581,235320
Gfi1b,Elf4,Repression,22158964,Eumetazoa,Eumetazoa,4,4,0,14582,56501
Gfi1b,Gfi1,Unknown,15718298,Eumetazoa,Eumetazoa,4,4,0,14582,14581
Gfi1b,Gfi1b,Unknown,15718298,Eumetazoa,Eumetazoa,4,4,0,14582,14582
Gfi1b,Meis1,Activation,23308270,Eumetazoa,Eukaryota,2,4,2,14582,17268
Gfi1b,Rag1,Activation,22201127,Eumetazoa,Opisthokonta,3,4,1,14582,19373
Gfi1b,Rag2,Activation,22201127,Eumetazoa,Vertebrata,5,4,1,14582,19374
Gfi1b,Rcor2,Repression,21606163,Eumetazoa,Eumetazoa,4,4,0,14582,104383
Gfi1b,Socs1,Repression,11696536,Eumetazoa,Amniota,6,4,2,14582,12703
Gfi1b,Socs3,Repression,11696536,Eumetazoa,Amniota,6,4,2,14582,12702
Gli1,Cdh1,Repression,17297467,Eukaryota,Eukaryota,2,2,0,14632,12550
Gli1,Foxm1,Activation,12183437,Eukaryota,Opisthokonta,3,2,1,14632,14235
Gli1,Has2,Activation,23313125,Eukaryota,Opisthokonta,3,2,1,14632,15117
Gli1,Nhlh1,Activation,18231642,Eukaryota,Eumetazoa,4,2,2,14632,18071
Gli1,Pdgfra,Unknown,24886827,Eukaryota,Eukaryota,2,2,0,14632,18595
Gli1,Pvr,Activation,11983699,Eukaryota,Eumetazoa,4,2,2,14632,52118
Gli1,Runx2,Activation,23383321,Eukaryota,Eumetazoa,4,2,2,14632,12393
Gli1,Runx3,Activation,23383321,Eukaryota,Eumetazoa,4,2,2,14632,12399
Gli2,Ascl1,Activation,21559470,Eukaryota,Eumetazoa,4,2,2,14633,17172
Gli2,Ascl1,Unknown,25448440,Eukaryota,Eumetazoa,4,2,2,14633,17172
Gli2,Bmp2,Activation,16880529,Eukaryota,Eumetazoa,4,2,2,14633,12156
Gli2,Fgf15,Unknown,18279667,Eukaryota,Vertebrata,5,2,3,14633,14170
Gli2,Fkbp8,Unknown,18590716,Eukaryota,Eukaryota,2,2,0,14633,14232
Gli2,Foxe1,Repression,15367491,Eukaryota,Opisthokonta,3,2,1,14633,110805
Gli2,Gli1,Activation,9636069,Eukaryota,Eukaryota,2,2,0,14633,14632
Gli2,Gli1,Unknown,15604102;16571352,Eukaryota,Eukaryota,2,2,0,14633,14632
Gli2,Hes1,Activation,19124651,Eukaryota,Eumetazoa,4,2,2,14633,15205
Gli2,Ifitm5,Activation,23530031,Eukaryota,Amniota,6,2,4,14633,73835
Gli2,Myf5,Activation,21211521,Eukaryota,Eumetazoa,4,2,2,14633,17877
Gli2,Myf5,Unknown,15604102,Eukaryota,Eumetazoa,4,2,2,14633,17877
Gli2,Ndp,Unknown,23201751,Eukaryota,Amniota,6,2,4,14633,17986
Gli2,Pax3,Activation,15039437,Eukaryota,Eukaryota,2,2,0,14633,18505
Gli2,Ptch1,Activation,15087129,Eukaryota,Opisthokonta,3,2,1,14633,19206
Gli2,Shh,Unknown,21045211,Eukaryota,Eumetazoa,4,2,2,14633,20423
Gli2,Sox8,Unknown,22281533,Eukaryota,Eukaryota,2,2,0,14633,20681
Gli3,Fgf8,Unknown,16922921,Eukaryota,Eumetazoa,4,2,2,14634,14179
Gli3,Gli1,Activation,12435627,Eukaryota,Eukaryota,2,2,0,14634,14632
Gli3,Gli1,Unknown,15604102;16571352,Eukaryota,Eukaryota,2,2,0,14634,14632
Gli3,Gli2,Unknown,16254602,Eukaryota,Eukaryota,2,2,0,14634,14633
Gli3,Has2,Unknown,23313125,Eukaryota,Opisthokonta,3,2,1,14634,15117
Gli3,Myf5,Repression,15604102,Eukaryota,Eumetazoa,4,2,2,14634,17877
Gli3,Nkx6-1,Unknown,17026983,Eukaryota,Eukaryota,2,2,0,14634,18096
Gli3,Pitrm1,Repression,19877269,Eukaryota,Eukaryota,2,2,0,14634,69617
Gli3,Pvr,Activation,11983699,Eukaryota,Eumetazoa,4,2,2,14634,52118
Gli3,Shh,Repression,10409502;18057099;9152009,Eukaryota,Eumetazoa,4,2,2,14634,20423
Glis2,Ins2,Activation,21127075,Opisthokonta,Vertebrata,5,3,2,83396,16334
Glis3,Neurog3,Activation,21786021,Opisthokonta,Eumetazoa,4,3,1,226075,11925
Gnrh1,Lhb,Activation,17244763,Amniota,Amniota,6,6,0,14714,16866
Grin1,Cox4i1,Activation,19144849,cellular organisms,Opisthokonta,3,1,2,14810,12857
Gsc,Foxh1,Unknown,18336814,Eukaryota,Opisthokonta,3,2,1,14836,14106
Gsc,Gsc2,Unknown,9441739,Eukaryota,Eumetazoa,4,2,2,14836,195333
Gsc,Mixl1,Repression,17568773,Eukaryota,Eukaryota,2,2,0,14836,27217
Gsc,Mixl1,Unknown,18336814,Eukaryota,Eukaryota,2,2,0,14836,27217
Gsx2,Ppp1r1b,Activation,15269172,Eumetazoa,Amniota,6,4,2,14843,19049
Gtf2a1,Tnp1,Unknown,24176642,Eukaryota,Amniota,6,2,4,83602,21958
Gtf2a2,Bglap,Activation,18171674,Eukaryota,Vertebrata,5,2,3,235459,12096
Gtf2b,Hspb1,Unknown,17994014,cellular organisms,Eumetazoa,4,1,3,229906,15507
Gtf2h1,Keap1,Activation,20173742,Eukaryota,Eukaryota,2,2,0,14884,50868
Gtf2i,Akap12,Unknown,20568114,Amniota,Amniota,6,6,0,14886,83397
Gtf2i,Ccl7,Activation,17041962,Amniota,Amniota,6,6,0,14886,20306
Gtf2i,Ccnd1,Activation,16314517,Amniota,Eukaryota,2,6,4,14886,12443
Gtf2i,Cfdp1,Unknown,20500075,Amniota,Opisthokonta,3,6,3,14886,23837
Gtf2i,Csrp2,Repression,17041962,Amniota,Eukaryota,2,6,4,14886,13008
Gtf2i,Dlk1,Repression,17041962,Amniota,Eukaryota,2,6,4,14886,13386
Gtf2i,Folr1,Repression,17041962,Amniota,Amniota,6,6,0,14886,14275
Gtf2i,Fos,Activation,10648599;11934902;9584171,Amniota,Eumetazoa,4,6,2,14886,14281
Gtf2i,Fos,Unknown,11313464,Amniota,Eumetazoa,4,6,2,14886,14281
Gtf2i,Gsc,Activation,16055724,Amniota,Eukaryota,2,6,4,14886,14836
Gtf2i,Hspa5,Unknown,24933421,Amniota,cellular organisms,1,6,5,14886,14828
Gtf2i,Id1,Unknown,19424179,Amniota,Eumetazoa,4,6,2,14886,15901
Gtf2i,Nsd1,Unknown,20500075,Amniota,Eukaryota,2,6,4,14886,18193
Gtf2i,Sec23a,Unknown,20500075,Amniota,Eukaryota,2,6,4,14886,20334
Gtf2i,Tgfb2,Activation,17041962,Amniota,Eumetazoa,4,6,2,14886,21808
Gtf2i,Tgfbr2,Repression,17041962,Amniota,Eukaryota,2,6,4,14886,21813
Gtf2ird1,Ccl7,Activation,17041962,Amniota,Amniota,6,6,0,57080,20306
Gtf2ird1,Csrp2,Repression,17041962,Amniota,Eukaryota,2,6,4,57080,13008
Gtf2ird1,Dlk1,Repression,17041962,Amniota,Eukaryota,2,6,4,57080,13386
Gtf2ird1,Folr1,Repression,17041962,Amniota,Amniota,6,6,0,57080,14275
Gtf2ird1,Tgfb2,Activation,17041962,Amniota,Eumetazoa,4,6,2,57080,21808
Gtf2ird1,Tgfbr2,Repression,17041962,Amniota,Eukaryota,2,6,4,57080,21813
Gzf1,Hoxa10,Repression,16049025,Vertebrata,Eukaryota,2,5,3,74533,15395
Hand2,Dbh,Unknown,24565998,Eumetazoa,Eumetazoa,4,4,0,15111,13166
Hand2,Dlx5,Repression,21558373,Eumetazoa,Eumetazoa,4,4,0,15111,13395
Hand2,Dlx6,Repression,21558373,Eumetazoa,Eumetazoa,4,4,0,15111,13396
Hand2,Msx1,Unknown,9671575,Eumetazoa,Eumetazoa,4,4,0,15111,17701
Hand2,Phox2b,Activation,21453680,Eumetazoa,Eukaryota,2,4,2,15111,18935
Hand2,Runx2,Repression,19144722,Eumetazoa,Eumetazoa,4,4,0,15111,12393
Havcr2,Nelfcd,Repression,23487424,Amniota,Eumetazoa,4,6,2,171285,57314
Hbp1,Myod1,Repression,9671483,Eukaryota,Eumetazoa,4,2,2,73389,17927
Hbp1,Myog,Repression,9671483,Eukaryota,Eumetazoa,4,2,2,73389,17928
Hcfc1,Rb1,Unknown,15966902,Eukaryota,Eukaryota,2,2,0,15161,19645
Hdac1,Akap12,Repression,20568114,cellular organisms,Amniota,6,1,5,433759,83397
Hdac1,Ar,Repression,15919722,cellular organisms,Amniota,6,1,5,433759,11835
Hdac1,Bglap,Unknown,18410224,cellular organisms,Vertebrata,5,1,4,433759,12096
Hdac1,Ccl5,Unknown,15536134,cellular organisms,Amniota,6,1,5,433759,20304
Hdac1,Cd1d2,Repression,22419072,cellular organisms,Amniota,6,1,5,433759,12480
Hdac1,Cdc25a,Repression,10969803,cellular organisms,Eukaryota,2,1,1,433759,12530
Hdac1,Cdkn1a,Unknown,17172847;19056828;25483064,cellular organisms,Amniota,6,1,5,433759,12575
Hdac1,Cdkn1b,Unknown,19332113,cellular organisms,Amniota,6,1,5,433759,12576
Hdac1,Cebpb,Unknown,21521687,cellular organisms,Eumetazoa,4,1,3,433759,12608
Hdac1,Comp,Unknown,15337766,cellular organisms,Eukaryota,2,1,1,433759,12845
Hdac1,Csn2,Unknown,16772529,cellular organisms,Amniota,6,1,5,433759,12991
Hdac1,Fas,Repression,22517765,cellular organisms,cellular organisms,1,1,0,433759,14102
Hdac1,Fshr,Repression,23086931,cellular organisms,Eumetazoa,4,1,3,433759,14309
Hdac1,Il6,Unknown,15536134,cellular organisms,Amniota,6,1,5,433759,16193
Hdac1,Il12b,Unknown,20360311,cellular organisms,Amniota,6,1,5,433759,16160
Hdac1,Jun,Unknown,16611996,cellular organisms,Opisthokonta,3,1,2,433759,16476
Hdac1,Nfkbia,Repression,15811852,cellular organisms,Eukaryota,2,1,1,433759,18035
Hdac1,Nfya,Unknown,12972616,cellular organisms,Eukaryota,2,1,1,433759,18044
Hdac1,Nos2,Unknown,23824843,cellular organisms,cellular organisms,1,1,0,433759,18126
Hdac1,Pparg,Unknown,21836474,cellular organisms,Eumetazoa,4,1,3,433759,19016
Hdac1,Ppp2ca,Activation,21420382,cellular organisms,Eukaryota,2,1,1,433759,19052
Hdac1,Rbl2,Unknown,10969803,cellular organisms,Eukaryota,2,1,1,433759,19651
Hdac1,Reck,Unknown,15093608,cellular organisms,Vertebrata,5,1,4,433759,53614
Hdac1,Rhox5,Unknown,15919722,cellular organisms,Rodentia,7,1,6,433759,18617
Hdac1,Sp1,Unknown,12972616,cellular organisms,Opisthokonta,3,1,2,433759,20683
Hdac1,Spp1,Activation,18410224,cellular organisms,Amniota,6,1,5,433759,20750
Hdac1,Star,Unknown,16109738,cellular organisms,Eumetazoa,4,1,3,433759,20845
Hdac1,Epcam,Unknown,20940408,cellular organisms,Amniota,6,1,5,433759,17075
Hdac11,Il10,Repression,19011628,cellular organisms,Amniota,6,1,5,232232,16153
Hdac2,Bmp7,Repression,17452977,cellular organisms,Eumetazoa,4,1,3,15182,12162
Hdac2,Ccl12,Unknown,22679019,cellular organisms,Amniota,6,1,5,15182,20293
Hdac2,Ccne1,Repression,22214847,cellular organisms,Eukaryota,2,1,1,15182,12447
Hdac2,Cd1d2,Repression,22419072,cellular organisms,Amniota,6,1,5,15182,12480
Hdac2,Cdkn1a,Unknown,20071335,cellular organisms,Amniota,6,1,5,15182,12575
Hdac2,Grm2,Unknown,22864611,cellular organisms,Eukaryota,2,1,1,15182,108068
Hdac2,Nfkbia,Repression,15811852,cellular organisms,Eukaryota,2,1,1,15182,18035
Hdac2,Nos2,Unknown,23824843,cellular organisms,cellular organisms,1,1,0,15182,18126
Hdac2,Smarca4,Unknown,16800816,cellular organisms,cellular organisms,1,1,0,15182,20586
Hdac2,Star,Unknown,16109738,cellular organisms,Eumetazoa,4,1,3,15182,20845
Hdac3,Bcl2l1,Unknown,24675460,cellular organisms,Vertebrata,5,1,4,15183,12048
Hdac3,Cdkn1b,Unknown,19332113,cellular organisms,Amniota,6,1,5,15183,12576
Hdac3,Fos,Unknown,23575859,cellular organisms,Eumetazoa,4,1,3,15183,14281
Hdac3,Jun,Repression,17244530,cellular organisms,Opisthokonta,3,1,2,15183,16476
Hdac3,Nfkbia,Repression,15811852,cellular organisms,Eukaryota,2,1,1,15183,18035
Hdac3,Nr4a2,Unknown,23575859,cellular organisms,Eumetazoa,4,1,3,15183,18227
Hdac3,Phlpp1,Unknown,23408427,cellular organisms,Eukaryota,2,1,1,15183,98432
Hdac4,Runx2,Repression,21381079,cellular organisms,Eumetazoa,4,1,3,208727,12393
Hdgf,Vegfa,Activation,14662017,Eukaryota,Vertebrata,5,2,3,15191,22339
Hdgf,Vegfb,Activation,14662017,Eukaryota,Vertebrata,5,2,3,15191,22340
Hes1,Ascl1,Activation,10804175,Eumetazoa,Eumetazoa,4,4,0,15205,17172
Hes1,Ascl1,Unknown,20506217,Eumetazoa,Eumetazoa,4,4,0,15205,17172
Hes1,Cdkn1b,Repression,15870295,Eumetazoa,Amniota,6,4,2,15205,12576
Hes1,Cdkn1c,Repression,16899237,Eumetazoa,Amniota,6,4,2,15205,12577
Hes1,Coro1a,Repression,16899237,Eumetazoa,Eukaryota,2,4,2,15205,12721
Hes1,Htr1a,Unknown,18499474,Eumetazoa,Eumetazoa,4,4,0,15205,15550
Hes1,Map2,Repression,19880519,Eumetazoa,Amniota,6,4,2,15205,17756
Hes6,Hes1,Repression,10851137,Eumetazoa,Eumetazoa,4,4,0,55927,15205
Hes6,Htr1a,Unknown,18499474,Eumetazoa,Eumetazoa,4,4,0,55927,15550
Hes7,Lfng,Repression,16342160,Eumetazoa,Eumetazoa,4,4,0,84653,16848
Hes7,Mesp2,Activation,23465881,Eumetazoa,Eumetazoa,4,4,0,84653,17293
Hesx1,Cga,Repression,12063185,Eukaryota,Amniota,6,2,4,15209,12640
Hesx1,Dnmt1,Unknown,17931718,Eukaryota,cellular organisms,1,2,1,15209,13433
Hesx1,Fshb,Repression,17445765,Eukaryota,Amniota,6,2,4,15209,14308
Hesx1,Lhb,Repression,12063185,Eukaryota,Amniota,6,2,4,15209,16866
Hesx1,Pou1f1,Repression,17445765,Eukaryota,Eukaryota,2,2,0,15209,18736
Hesx1,Prop1,Repression,17445765,Eukaryota,Eukaryota,2,2,0,15209,19127
Hexim1,Ccnd1,Repression,18757415,Vertebrata,Eukaryota,2,5,3,192231,12443
Hexim1,Ccnd1,Unknown,20940258,Vertebrata,Eukaryota,2,5,3,192231,12443
Hexim1,Vegfa,Unknown,20453883,Vertebrata,Vertebrata,5,5,0,192231,22339
Hey1,Gata4,Repression,16199874,Eumetazoa,Eukaryota,2,4,2,15213,14463
Hey1,Gata6,Repression,16199874,Eumetazoa,Opisthokonta,3,4,1,15213,14465
Hey1,Id1,Repression,14739937,Eumetazoa,Eumetazoa,4,4,0,15213,15901
Hey1,Nppa,Repression,16199874,Eumetazoa,Amniota,6,4,2,15213,230899
Hey1,Olig2,Repression,24425046,Eumetazoa,Eumetazoa,4,4,0,15213,50913
Hey1,Runx2,Activation,18986983,Eumetazoa,Eumetazoa,4,4,0,15213,12393
Hey2,Gata4,Repression,16199874,Eumetazoa,Eukaryota,2,4,2,15214,14463
Hey2,Gata4,Unknown,16603706,Eumetazoa,Eukaryota,2,4,2,15214,14463
Hey2,Gata6,Repression,16199874,Eumetazoa,Opisthokonta,3,4,1,15214,14465
Hey2,Mmp10,Repression,22079635,Eumetazoa,Eukaryota,2,4,2,15214,17384
Hey2,Nppa,Repression,16199874;16603706,Eumetazoa,Amniota,6,4,2,15214,230899
Heyl,Nppa,Repression,16199874,Eumetazoa,Amniota,6,4,2,56198,230899
Hgf,Met,Activation,10713700,Eumetazoa,Eukaryota,2,4,2,15234,17295
Hhex,Esm1,Repression,16764824,Eukaryota,Vertebrata,5,2,3,15242,71690
Hic1,Atoh1,Activation,18347096,Eumetazoa,Eumetazoa,4,4,0,15248,11921
Hic1,Efna1,Repression,20154726,Eumetazoa,Eumetazoa,4,4,0,15248,13636
Hif1a,Fam162a,Unknown,15082785,Eumetazoa,Eumetazoa,4,4,0,15251,70186
Hif1a,Bace1,Activation,17303576,Eumetazoa,Eukaryota,2,4,2,15251,23821
Hif1a,Bsg,Activation,22678117,Eumetazoa,Eumetazoa,4,4,0,15251,12215
Hif1a,Cited2,Activation,16579983,Eumetazoa,Vertebrata,5,4,1,15251,17684
Hif1a,Crebbp,Activation,20948541,Eumetazoa,Eukaryota,2,4,2,15251,12914
Hif1a,Ctgf,Activation,15315937,Eumetazoa,Amniota,6,4,2,15251,14219
Hif1a,Dll4,Activation,17045587,Eumetazoa,Eukaryota,2,4,2,15251,54485
Hif1a,Epo,Activation,17712557;8524640,Eumetazoa,Vertebrata,5,4,1,15251,13856
Hif1a,Epo,Repression,21212189,Eumetazoa,Vertebrata,5,4,1,15251,13856
Hif1a,Epo,Unknown,23528251,Eumetazoa,Vertebrata,5,4,1,15251,13856
Hif1a,G6pc,Unknown,22787137,Eumetazoa,Vertebrata,5,4,1,15251,14377
Hif1a,Hey1,Activation,17045587,Eumetazoa,Eumetazoa,4,4,0,15251,15213
Hif1a,Hey2,Activation,17045587,Eumetazoa,Eumetazoa,4,4,0,15251,15214
Hif1a,Hmox1,Unknown,23528251,Eumetazoa,Opisthokonta,3,4,1,15251,15368
Hif1a,Mdk,Activation,15197188,Eumetazoa,Vertebrata,5,4,1,15251,17242
Hif1a,Myocd,Unknown,15197188,Eumetazoa,Amniota,6,4,2,15251,214384
Hif1a,Pfkfb3,Activation,14623077,Eumetazoa,cellular organisms,1,4,3,15251,170768
Hif1a,Ptgs2,Unknown,21149600,Eumetazoa,Eukaryota,2,4,2,15251,19225
Hif1a,Serpine1,Activation,17197388,Eumetazoa,cellular organisms,1,4,3,15251,18787
Hif1a,Snai1,Activation,21257819,Eumetazoa,Opisthokonta,3,4,1,15251,20613
Hif1a,Tuft1,Unknown,22243227,Eumetazoa,Vertebrata,5,4,1,15251,22156
Hif1a,Vegfa,Activation,11749701;14633603;17053163;18021292,Eumetazoa,Vertebrata,5,4,1,15251,22339
Hif1a,Vegfa,Unknown,14707731;18835464;19016766;23528251;23560444,Eumetazoa,Vertebrata,5,4,1,15251,22339
Hivep2,Bglap2,Activation,17311925,Opisthokonta,Vertebrata,5,3,2,15273,12097
Hivep2,Pparg,Activation,16580992,Opisthokonta,Eumetazoa,4,3,1,15273,19016
Hlf,Abcb1a,Unknown,18773899,Eumetazoa,cellular organisms,1,4,3,217082,18671
Hlf,Epo,Unknown,12606578,Eumetazoa,Vertebrata,5,4,1,217082,13856
Hltf,Scgb3a1,Unknown,23826137,cellular organisms,Amniota,6,1,5,20585,68662
Hlx,Il12a,Activation,21419047,Eukaryota,Amniota,6,2,4,15284,16159
Hlx,Il12b,Activation,21419047,Eukaryota,Amniota,6,2,4,15284,16160
Hmga1,Brca1,Repression,12640109;16007157,Amniota,Eukaryota,2,6,4,15361,12189
Hmga1,Insr,Unknown,12665574,Amniota,Eukaryota,2,6,4,15361,16337
Hmga1,Rag2,Unknown,15713121,Amniota,Vertebrata,5,6,1,15361,19374
Hmga1,Rbp4,Unknown,19389484,Amniota,Amniota,6,6,0,15361,19662
Hmga2,Cdh1,Repression,19288218,Amniota,Eukaryota,2,6,4,15364,12550
Hmga2,Igf2bp2,Unknown,17426251,Amniota,cellular organisms,1,6,5,15364,319765
Hmga2,Mia,Repression,17914116,Amniota,Amniota,6,6,0,15364,12587
Hmga2,Nfkb1,Activation,10636877,Amniota,Eukaryota,2,6,4,15364,18033
Hmga2,Nkx2-5,Unknown,18425117,Amniota,Eumetazoa,4,6,2,15364,18091
Hmga2,Snai1,Unknown,18832382,Amniota,Opisthokonta,3,6,3,15364,20613
Hmga2,Snai2,Activation,19288218,Amniota,Eumetazoa,4,6,2,15364,20583
Hmga2,Twist1,Activation,22241470,Amniota,Eumetazoa,4,6,2,15364,22160
Hmgb2,Runx2,Repression,21890638,Eukaryota,Eumetazoa,4,2,2,97165,12393
Hmgn3,Slc2a2,Unknown,19651901,Amniota,cellular organisms,1,6,5,94353,20526
Hnf1a,Bcl6,Activation,26214740,Eumetazoa,Eumetazoa,4,4,0,21405,12053
Hnf1a,Cldn2,Unknown,11934881,Eumetazoa,Vertebrata,5,4,1,21405,12738
Hnf1a,Crp,Unknown,21176092,Eumetazoa,Eumetazoa,4,4,0,21405,12944
Hnf1a,Cyp1a2,Activation,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13077
Hnf1a,Cyp27a1,Activation,14599559,Eumetazoa,cellular organisms,1,4,3,21405,104086
Hnf1a,Cyp2a5,Repression,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13087
Hnf1a,Cyp2b10,Repression,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13088
Hnf1a,Cyp2c29,Activation,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13095
Hnf1a,Cyp2d9,Repression,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13105
Hnf1a,Cyp2e1,Activation,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13106
Hnf1a,Cyp39a1,Repression,14599559,Eumetazoa,cellular organisms,1,4,3,21405,56050
Hnf1a,Cyp3a11,Activation,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13112
Hnf1a,Cyp7a1,Repression,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13122
Hnf1a,Cyp7b1,Activation,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13123
Hnf1a,Cyp8b1,Repression,14599559,Eumetazoa,cellular organisms,1,4,3,21405,13124
Hnf1a,Glb1,Unknown,10677375,Eumetazoa,Eukaryota,2,4,2,21405,12091
Hnf1a,Guca2a,Activation,9357824,Eumetazoa,Amniota,6,4,2,21405,14915
Hnf1a,Il17a,Repression,21935461,Eumetazoa,Amniota,6,4,2,21405,16171
Hnf1a,Kitl,Activation,17466947,Eumetazoa,Amniota,6,4,2,21405,17311
Hnf1a,Lct,Activation,16223943,Eumetazoa,cellular organisms,1,4,3,21405,226413
Hnf1a,Mgam,Unknown,20425755,Eumetazoa,cellular organisms,1,4,3,21405,232714
Hnf1a,Pax4,Activation,12837760,Eumetazoa,Eukaryota,2,4,2,21405,18506
Hnf1a,Pck1,Activation,7935427,Eumetazoa,cellular organisms,1,4,3,21405,18534
Hnf1a,Pkhd1,Activation,15067314,Eumetazoa,Eukaryota,2,4,2,21405,241035
Hnf1a,Prdm1,Repression,26214740,Eumetazoa,Eumetazoa,4,4,0,21405,12142
Hnf1a,Rorc,Activation,22039299,Eumetazoa,Eumetazoa,4,4,0,21405,19885
Hnf1a,Slc6a19,Activation,24121511,Eumetazoa,cellular organisms,1,4,3,21405,74338
Hnf1a,Slco1b2,Activation,11483603;15322262,Eumetazoa,Eukaryota,2,4,2,21405,28253
Hnf1a,Slco1b2,Unknown,19181614,Eumetazoa,Eukaryota,2,4,2,21405,28253
Hnf1a,Soat2,Unknown,15961790,Eumetazoa,Eukaryota,2,4,2,21405,223920
Hnf1b,Egr2,Unknown,16495311,Vertebrata,Opisthokonta,3,5,2,21410,13654
Hnf1b,Kif12,Repression,19005009,Vertebrata,Eukaryota,2,5,3,21410,16552
Hnf1b,Mafb,Activation,16274963;21098558,Vertebrata,Vertebrata,5,5,0,21410,16658
Hnf1b,Onecut1,Unknown,16380477,Vertebrata,Eumetazoa,4,5,1,21410,15379
Hnf1b,Pde4c,Unknown,21670265,Vertebrata,Eukaryota,2,5,3,21410,110385
Hnf1b,Pkhd1,Activation,15067314;15647252,Vertebrata,Eukaryota,2,5,3,21410,241035
Hnf1b,Socs3,Repression,18077349,Vertebrata,Amniota,6,5,1,21410,12702
Hnf4a,Acmsd,Unknown,16807375,Eumetazoa,Eukaryota,2,4,2,15378,266645
Hnf4a,Apoa4,Activation,16929032,Eumetazoa,Vertebrata,5,4,1,15378,11808
Hnf4a,Apoa4,Unknown,15583007,Eumetazoa,Vertebrata,5,4,1,15378,11808
Hnf4a,Apoc3,Unknown,12747582,Eumetazoa,Amniota,6,4,2,15378,11814
Hnf4a,Cdx2,Activation,18655789,Eumetazoa,Eumetazoa,4,4,0,15378,12591
Hnf4a,Cebpa,Activation,15155787,Eumetazoa,Eumetazoa,4,4,0,15378,12606
Hnf4a,Cebpb,Activation,15155787,Eumetazoa,Eumetazoa,4,4,0,15378,12608
Hnf4a,Cfb,Unknown,8939972,Eumetazoa,Eumetazoa,4,4,0,15378,14962
Hnf4a,Csn2,Repression,16584384,Eumetazoa,Amniota,6,4,2,15378,12991
Hnf4a,Cyp2a4,Repression,15155787,Eumetazoa,cellular organisms,1,4,3,15378,13086
Hnf4a,Cyp2b9,Repression,15155787,Eumetazoa,cellular organisms,1,4,3,15378,13094
Hnf4a,Cyp3a11,Unknown,20926756,Eumetazoa,cellular organisms,1,4,3,15378,13112
Hnf4a,Cyp3a41a,Unknown,12514743,Eumetazoa,cellular organisms,1,4,3,15378,53973
Hnf4a,Cyp4a12a,Activation,15155787,Eumetazoa,cellular organisms,1,4,3,15378,277753
Hnf4a,Cyp4a12b,Activation,15155787,Eumetazoa,cellular organisms,1,4,3,15378,13118
Hnf4a,Cyp7a1,Activation,21963511;23038264,Eumetazoa,cellular organisms,1,4,3,15378,13122
Hnf4a,Cyp7a1,Repression,23626788,Eumetazoa,cellular organisms,1,4,3,15378,13122
Hnf4a,Cyp7a1,Unknown,16492670;17636037,Eumetazoa,cellular organisms,1,4,3,15378,13122
Hnf4a,F12,Unknown,9794469,Eumetazoa,Eumetazoa,4,4,0,15378,58992
Hnf4a,Foxa1,Repression,15155787,Eumetazoa,Opisthokonta,3,4,1,15378,15375
Hnf4a,Foxa2,Repression,15155787,Eumetazoa,Opisthokonta,3,4,1,15378,15376
Hnf4a,G6pc,Activation,18805788,Eumetazoa,Vertebrata,5,4,1,15378,14377
Hnf4a,G6pc,Unknown,12416993;20421289,Eumetazoa,Vertebrata,5,4,1,15378,14377
